"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,          85,     -0.5542079121,       5.221361509,       5.091043173
          0,           0,          86,     -0.5542079045,       5.221361503,        5.09104318
          0,           0,          87,     -0.5542079115,       5.221361508,       5.091043175
          0,           0,          88,     -0.5542078964,       5.221361499,       5.091043189
          0,           0,          89,     -0.5542078989,         5.2213615,       5.091043185
          0,           0,          90,     -0.5542079146,       5.221361511,       5.091043174
          0,           0,          91,     -0.5542078913,       5.221361496,       5.091043189
          0,           0,          92,     -0.5542079016,       5.221361502,       5.091043183
          0,           0,          93,      -0.554207904,       5.221361504,       5.091043183
          0,           0,          94,     -0.5542078646,       5.221361481,       5.091043217
          0,           0,          95,     -0.5542078839,       5.221361493,       5.091043198
          0,           0,          96,     -0.5542078747,       5.221361487,       5.091043207
          0,           0,          97,     -0.5542079212,       5.221361518,       5.091043168
          0,           0,          98,     -0.5542079163,       5.221361515,       5.091043167
          0,           0,          99,     -0.5542078895,       5.221361498,       5.091043193
          0,           0,         100,     -0.5542078898,       5.221361499,       5.091043193
          0,           0,         101,     -0.5542078792,       5.221361492,       5.091043203
          0,           0,         102,     -0.5542079057,       5.221361509,        5.09104318
          0,           0,         103,     -0.5542078881,       5.221361498,       5.091043193
          0,           0,         104,     -0.5542078883,       5.221361498,       5.091043195
          0,           0,         105,     -0.5542078777,       5.221361491,       5.091043202
          0,           0,         106,     -0.5542079125,       5.221361514,       5.091043173
          0,           0,         107,     -0.5542079075,       5.221361511,       5.091043177
          0,           0,         108,      -0.554207887,       5.221361498,       5.091043194
          0,           0,         109,     -0.5542078887,       5.221361499,       5.091043189
          0,           0,         110,     -0.5542078953,       5.221361504,       5.091043192
          0,           0,         111,     -0.5542078916,       5.221361501,       5.091043186
          0,           0,         112,     -0.5542078939,       5.221361503,        5.09104319
          0,           0,         113,     -0.5542078899,         5.2213615,       5.091043191
          0,           0,         114,     -0.5542078845,       5.221361497,       5.091043196
          0,           0,         115,     -0.5542079029,       5.221361509,       5.091043183
          0,           0,         116,     -0.5542079068,       5.221361511,       5.091043177
          0,           0,         117,     -0.5542078992,       5.221361507,       5.091043184
          0,           0,         118,     -0.5542079038,        5.22136151,       5.091043179
          0,           0,         119,       -0.55420787,       5.221361489,       5.091043207
          0,           0,         120,     -0.5542079081,       5.221361513,       5.091043176
          0,           0,         121,     -0.5542079008,       5.221361509,       5.091043181
          0,           0,         122,     -0.5542079106,       5.221361516,       5.091043173
          0,           0,         123,     -0.5542078917,       5.221361504,       5.091043188
          0,           0,         124,     -0.5542079156,       5.221361519,        5.09104317
          0,           0,         125,     -0.5542078957,       5.221361507,       5.091043186
          0,           0,         126,     -0.5542079006,       5.221361509,       5.091043183
          0,           0,         127,     -0.5542078986,       5.221361508,       5.091043182
          0,           0,         128,     -0.5542078844,       5.221361499,       5.091043197
          0,           0,         129,     -0.5542079022,        5.22136151,        5.09104318
          0,           0,         130,     -0.5542078829,       5.221361499,       5.091043198
          0,           0,         131,      -0.554207927,       5.221361528,       5.091043158
          0,           0,         132,     -0.5542078928,       5.221361506,       5.091043189
          0,           0,         133,     -0.5542078957,       5.221361508,       5.091043184
          0,           0,         134,      -0.554207899,        5.22136151,       5.091043181
          0,           0,         135,     -0.5542079137,        5.22136152,       5.091043172
          0,           0,         136,     -0.5542079072,       5.221361515,       5.091043175
          0,           0,         137,     -0.5542078913,       5.221361505,        5.09104319
          0,           0,         138,     -0.5542078895,       5.221361504,       5.091043187
          0,           0,         139,     -0.5542078962,       5.221361508,       5.091043184
          0,           0,         140,     -0.5542079018,       5.221361512,       5.091043178
          0,           0,         141,     -0.5542078957,       5.221361508,       5.091043187
          0,           0,         142,     -0.5542079013,       5.221361513,       5.091043184
          0,           0,         143,     -0.5542079092,       5.221361517,       5.091043174
          0,           0,         144,     -0.5542078946,       5.221361508,       5.091043188
          0,           0,         145,     -0.5542078696,       5.221361493,       5.091043209
          0,           0,         146,     -0.5542078761,       5.221361497,       5.091043203
          0,           0,         147,     -0.5542078791,       5.221361499,       5.091043201
          0,           0,         148,     -0.5542079054,       5.221361516,       5.091043179
          0,           0,         149,     -0.5542078821,       5.221361501,       5.091043195
          0,           0,         150,     -0.5542079172,       5.221361524,       5.091043169
          0,           0,         151,     -0.5542079165,       5.221361523,       5.091043168
          0,           0,         152,     -0.5542078958,        5.22136151,       5.091043183
          0,           0,         153,     -0.5542078855,       5.221361504,        5.09104319
          0,           0,         154,     -0.5542078899,       5.221361506,        5.09104319
          0,           0,         155,     -0.5542078778,       5.221361499,       5.091043197
          0,           0,         156,     -0.5542078805,       5.221361501,       5.091043198
          0,           0,         157,      -0.554207908,       5.221361519,       5.091043173
          0,           0,         158,      -0.554207888,       5.221361507,       5.091043191
          0,           0,         159,     -0.5542078947,       5.221361511,       5.091043186
          0,           0,         160,     -0.5542079047,       5.221361518,       5.091043177
          0,           0,         161,     -0.5542078913,       5.221361509,       5.091043188
          0,           0,         162,     -0.5542079211,       5.221361528,       5.091043164
          0,           0,         163,     -0.5542079118,       5.221361522,       5.091043171
          0,           0,         164,     -0.5542078985,       5.221361514,       5.091043181
          0,           0,         165,     -0.5542079013,       5.221361516,       5.091043178
          0,           0,         166,     -0.5542079118,       5.221361522,       5.091043171
          0,           0,         167,     -0.5542078825,       5.221361503,       5.091043191
          0,           0,         168,     -0.5542078938,        5.22136151,       5.091043185
          0,           0,         169,     -0.5542078959,       5.221361512,       5.091043186
          0,           0,         170,     -0.5542079061,       5.221361519,       5.091043175
          0,           0,         171,     -0.5542079255,       5.221361531,       5.091043157
          0,           0,         172,     -0.5542079045,       5.221361517,       5.091043178
          0,           0,         173,     -0.5542078888,       5.221361508,       5.091043189
          0,           0,         174,     -0.5542078908,       5.221361509,       5.091043187
          0,           0,         175,     -0.5542078893,       5.221361508,       5.091043188
          0,           0,         176,     -0.5542078909,       5.221361509,       5.091043188
          0,           0,         177,     -0.5542078735,       5.221361499,       5.091043202
          0,           0,         178,     -0.5542079106,       5.221361523,       5.091043173
          0,           0,         179,     -0.5542078765,       5.221361502,       5.091043197
          0,           0,         180,     -0.5542078664,       5.221361496,       5.091043209
          0,           0,         181,     -0.5542078937,       5.221361513,       5.091043185
          0,           0,         182,     -0.5542078902,        5.22136151,       5.091043187
          0,           0,         183,      -0.554207911,       5.221361524,       5.091043174
          0,           0,         184,     -0.5542079123,       5.221361525,       5.091043168
          0,           0,         185,     -0.5542079077,       5.221361522,       5.091043173
          0,           0,         186,     -0.5542079043,       5.221361519,       5.091043172
          0,           0,         187,     -0.5542079193,        5.22136153,       5.091043163
          0,           0,         188,     -0.5542078865,       5.221361508,       5.091043188
          0,           0,         189,      -0.554207903,       5.221361519,       5.091043176
          0,           0,         190,     -0.5542079167,       5.221361528,       5.091043167
          0,           0,         191,     -0.5542079051,        5.22136152,       5.091043175
          0,           0,         192,     -0.5542079066,       5.221361522,       5.091043174
          0,           0,         193,     -0.5542078638,       5.221361496,       5.091043211
          0,           0,         194,      -0.554207888,       5.221361511,       5.091043188
          0,           0,         195,      -0.554207886,        5.22136151,       5.091043189
          0,           0,         196,      -0.554207912,       5.221361526,       5.091043169
          0,           0,         197,     -0.5542078934,       5.221361514,       5.091043184
          0,           0,         198,     -0.5542078764,       5.221361504,       5.091043201
          0,           0,         199,     -0.5542079187,       5.221361531,       5.091043161
          0,           0,         200,     -0.5542078801,       5.221361507,       5.091043194
          0,           0,         201,     -0.5542079137,       5.221361529,       5.091043168
          0,           0,         202,     -0.5542079089,       5.221361526,       5.091043168
          0,           0,         203,     -0.5542079135,       5.221361529,       5.091043169
          0,           0,         204,      -0.554207883,        5.22136151,        5.09104319
          0,           0,         205,     -0.5542078814,       5.221361509,       5.091043193
          0,           0,         206,     -0.5542078951,       5.221361517,       5.091043181
          0,           0,         207,     -0.5542079098,       5.221361527,       5.091043166
          0,           0,         208,     -0.5542078916,       5.221361516,       5.091043184
          0,           0,         209,     -0.5542078952,       5.221361518,       5.091043179
          0,           0,         210,     -0.5542078676,       5.221361501,       5.091043206
          0,           0,         211,     -0.5542078948,       5.221361519,       5.091043182
          0,           0,         212,     -0.5542078947,       5.221361518,        5.09104318
          0,           0,         213,     -0.5542078784,       5.221361508,       5.091043196
          0,           0,         214,     -0.5542078808,       5.221361509,       5.091043189
          0,           0,         215,     -0.5542078756,       5.221361507,       5.091043199
          0,           0,         216,     -0.5542079029,       5.221361524,       5.091043176
          0,           0,         217,     -0.5542078966,        5.22136152,       5.091043179
          0,           0,         218,     -0.5542078735,       5.221361506,       5.091043196
          0,           0,         219,     -0.5542078997,       5.221361523,        5.09104318
          0,           0,         220,     -0.5542078537,       5.221361495,       5.091043214
          0,           0,         221,     -0.5542078934,        5.22136152,       5.091043183
          0,           0,         222,     -0.5542078798,       5.221361511,        5.09104319
          0,           0,         223,     -0.5542078823,       5.221361513,       5.091043194
          0,           0,         224,      -0.554207897,       5.221361522,       5.091043178
          0,           0,         225,     -0.5542079152,       5.221361535,       5.091043165
          0,           0,         226,     -0.5542079004,       5.221361525,       5.091043176
          0,           0,         227,     -0.5542079028,       5.221361527,       5.091043174
          0,           0,         228,     -0.5542078989,       5.221361524,       5.091043175
          0,           0,         229,     -0.5542078741,       5.221361509,         5.0910432
          0,           0,         230,     -0.5542078851,       5.221361515,       5.091043188
          0,           0,         231,     -0.5542078777,       5.221361511,       5.091043194
          0,           0,         232,      -0.554207894,       5.221361521,       5.091043182
          0,           0,         233,     -0.5542078925,        5.22136152,       5.091043184
          0,           0,         234,     -0.5542078983,       5.221361523,       5.091043174
          0,           0,         235,     -0.5542078911,       5.221361519,       5.091043184
          0,           0,         236,     -0.5542078961,       5.221361522,       5.091043177
          0,           0,         237,     -0.5542078901,       5.221361519,       5.091043182
          0,           0,         238,     -0.5542078959,       5.221361522,        5.09104318
          0,           0,         239,     -0.5542078959,       5.221361522,       5.091043181
          0,           0,         240,     -0.5542078908,       5.221361519,       5.091043184
          0,           0,         241,     -0.5542078932,        5.22136152,        5.09104318
          0,           0,         242,     -0.5542078846,       5.221361515,       5.091043187
          0,           0,         243,     -0.5542079231,        5.22136154,       5.091043155
          0,           0,         244,     -0.5542078914,        5.22136152,       5.091043182
