Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
436,0.883844,0,185571,-0,1.81053e-05,0,0,0,0,0,0,0.229116,-1,0.0918381,1.03001,74228.5,-1.89361,0.00309725,0,0.000358139,0.00311788,292.567,0,0,0,0,0.477565
437,0.884301,0,185702,-0,1.81079e-05,0,0,0,0,0,0,0.258134,-1,0.0947877,1.03712,74280.8,-1.77066,0.00293849,0,0.000251292,0.00294922,292.622,0,0,0,0,0.465479
438,0.884778,0,185842,-0,1.81109e-05,0,0,0,0,0,0,0.290549,-1,0.0970917,1.04587,74336.7,-1.63919,0.0027654,-9.61254e-25,0.000150327,0.00276948,292.684,0,0,0,0,0.451732
439,0.885261,0,185988,-0,1.81143e-05,0,0,0,0,0,0,0.326728,-1,0.0985164,1.05663,74395.1,-1.5019,0.00257786,-7.94848e-25,5.66281e-05,0.00257848,292.754,0,0,0,0,0.436137
440,0.885751,0,186139,-0,1.81179e-05,0,0,0,0,0,0,0.367067,-1,0.0987726,1.06981,74455.5,-1.35993,0.00238181,5.04e-25,-2.38795e-05,0.00238193,292.83,0,0,0,0,0.419218
441,0.886267,0,186296,-0,1.81216e-05,0,0,0,0,0,0,0.40745,-1,0.0977071,1.08423,74518.3,-1.21233,0.00220596,5.05869e-25,-8.30062e-05,0.00220752,292.906,0,0,0,0,0.402727
442,0.886732,0,186440,-0,1.8125e-05,0,0,0,0,0,0,0.443916,-1,0.0958809,1.0983,74575.9,-1.0771,0.00208556,0,-0.000121064,0.00208907,292.979,0,0,0,0,0.390825
443,0.887058,0,186549,-0,1.81281e-05,0,0,0,0,0,0,0.477004,-1,0.0936696,1.11189,74619.7,-0.973944,0.00202863,0,-0.000149545,0.00203414,293.043,0,0,0,0,0.384757
444,0.887323,0,186640,-0,1.81308e-05,0,0,0,0,0,0,0.507161,-1,0.0912187,1.12496,74656.1,-0.888481,0.00201231,0,-0.000175702,0.00201996,293.099,0,0,0,0,0.382557
445,0.887562,0,186720,-0,1.8133e-05,0,0,0,0,0,0,0.534756,-1,0.0886271,1.13746,74688,-0.813402,0.00201127,0,-0.000199663,0.00202116,293.145,0,0,0,0,0.381866
446,0.887774,0,186790,-0,1.81349e-05,0,0,0,0,0,0,0.560104,-1,0.0859629,1.14939,74716.2,-0.747339,0.0020136,-3.2e-24,-0.000221316,0.00202573,293.185,0,0,0,0,0.381547
447,0.887964,0,186853,-0,1.81366e-05,0,0,0,0,0,0,0.583467,-1,0.0832733,1.16076,74741.1,-0.688662,0.00201588,-3.28001e-24,-0.000240826,0.00203021,293.221,0,0,0,0,0.381272
448,0.888135,0,186909,-0,1.81381e-05,0,0,0,0,0,0,0.60507,-1,0.080591,1.17158,74763.5,-0.63594,0.00201758,2.89582e-24,-0.000258483,0.00203408,293.252,0,0,0,0,0.38099
449,0.888288,0,186959,-0,1.81395e-05,0,0,0,0,0,0,0.625106,-1,0.0779387,1.18188,74783.8,-0.588395,0.00201895,2.96603e-24,-0.000274586,0.00203754,293.281,0,0,0,0,0.380717
450,0.888427,0,187005,-0,1.81407e-05,0,0,0,0,0,0,0.643739,-1,0.0753319,1.19167,74802.1,-0.54522,0.00202024,0,-0.000289385,0.00204086,293.307,0,0,0,0,0.380477
451,0.888554,0,187047,-0,1.81419e-05,0,0,0,0,0,0,0.661112,-1,0.0727811,1.20099,74818.9,-0.505919,0.00202161,0,-0.000303082,0.00204421,293.331,0,0,0,0,0.380281
452,0.888669,0,187085,-0,1.81429e-05,0,0,0,0,0,0,0.67735,-1,0.0702929,1.20985,74834.1,-0.469999,0.00202313,0,-0.000315833,0.00204763,293.353,0,0,0,0,0.380132
453,0.888774,0,187120,-0,1.81439e-05,0,0,0,0,0,0,0.692561,-1,0.0678715,1.2183,74848.1,-0.437116,0.0020248,0,-0.000327763,0.00205116,293.373,0,0,0,0,0.380029
454,0.888871,0,187152,-0,1.81448e-05,0,0,0,0,0,0,0.70684,-1,0.0655192,1.22634,74861,-0.406937,0.00202663,2.15871e-24,-0.000338971,0.00205478,293.391,0,0,0,0,0.37997
455,0.888959,0,187182,-0,1.81456e-05,0,0,0,0,0,0,0.720271,-1,0.0632367,1.23401,74872.8,-0.379212,0.00202861,5.00787e-24,-0.000349546,0.0020585,293.408,0,0,0,0,0.379952
456,0.889041,0,187209,-0,1.81463e-05,0,0,0,0,0,0,0.732928,-1,0.061024,1.24133,74883.6,-0.353703,0.00203078,1.87655e-24,-0.000359563,0.00206236,293.424,0,0,0,0,0.379977
457,0.889116,0,187234,-0,1.8147e-05,0,0,0,0,0,0,0.744877,-1,0.0588801,1.24832,74893.6,-0.330212,0.00203312,-5.13645e-26,-0.000369083,0.00206635,293.438,0,0,0,0,0.380042
