"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        596,           9,      -8.222664466,      -4.719647383,        -5.2613139,      -2.606000894,       -4.37361359,      0.9329898399,      0.3113407332,      0.6429690673,                 0,                 0,                 0,     0.01941009762,      0.1097506617,      0.7059015979,                 0,       2.065162051,      0.6546783609,      -2.916845647,      -2.151026063,      -2.828388248,      -2.790478655,      -3.325415897,       0.923371388,      0.3264445665,      0.7480335377,                 0,                 0,                 0,     0.06641386098,     0.09347665094,      0.8107911841,                 0,       2.254583601,       0.745856993,   3.075106331e-05,   0.0001759326619
        597,           9,      -8.237040535,      -4.685184573,      -5.280241687,      -2.629917863,      -4.320322772,      0.9329898399,      0.3084347073,      0.6273313697,                 0,                 0,                 0,     0.01547432401,      0.1115436355,      0.6900975536,                 0,       2.033919513,      0.6546783609,      -2.929688683,      -2.117261321,      -2.849156646,      -2.813283703,       -3.27327093,      0.9234695354,      0.3264290008,      0.7477721109,                 0,                 0,                 0,     0.06628024671,     0.09353819919,      0.8105366294,                 0,       2.254131083,      0.7457741057,   2.317988432e-05,   0.0001810924452
        598,           9,      -8.236190463,      -4.669942309,      -5.285848411,      -2.611087093,       -4.30365852,      0.9329898399,      0.3062672327,      0.6161659904,                 0,                 0,                 0,     0.01268505626,      0.1127353102,        0.67878634,                 0,       2.011857374,       0.693693607,      -2.927120214,      -2.103599096,      -2.856660648,      -2.793414334,      -3.256927716,      0.9235657001,      0.3264142243,      0.7475269322,                 0,                 0,                 0,     0.06615558823,     0.09359575161,      0.8102978437,                 0,       2.253717226,      0.7457206773,   1.771624488e-05,   0.0001958301047
        599,           9,       -8.18756449,      -4.652778239,      -5.222626148,      -2.530588883,      -4.285478502,      0.9329898399,      0.3050923571,      0.6105018419,                 0,                 0,                 0,     0.01126864775,      0.1132678078,      0.6730261875,                 0,       2.001039449,      0.7062671721,      -2.877467274,      -2.088751471,      -2.795111563,      -2.712384654,      -3.238220944,      0.9236599415,      0.3264015233,      0.7473045185,                 0,                 0,                 0,     0.06604187403,     0.09364863306,       0.810081435,                 0,       2.253353026,      0.7456940467,   1.397692848e-05,   0.0002179495136
        600,           9,      -8.184131745,       -4.65715062,      -5.346612958,      -2.513719734,      -4.280459665,      0.9329898399,      0.3043274216,      0.6078359101,                 0,                 0,                 0,     0.01129754967,      0.1133157394,      0.6702530987,                 0,        1.99730904,      0.7062671721,      -2.874026981,      -2.095298541,      -2.920098702,      -2.695588747,      -3.232898746,      0.9237523168,      0.3263919448,      0.7471099887,                 0,                 0,                 0,     0.06594056487,     0.09369634806,      0.8098926047,                 0,       2.253046912,      0.7456912998,   1.159578411e-05,   0.0002294201312
        601,           9,      -8.205643863,      -4.685513772,      -5.447723779,      -2.565365628,      -4.282664419,      0.9329898399,      0.3039175099,      0.6093559711,                 0,                 0,                 0,      0.0123631488,       0.112479316,      0.6715868937,                 0,       2.005004488,      0.7754251254,      -2.896164074,      -2.124614607,      -3.021479057,      -2.747616876,       -3.23496068,      0.9238428807,       0.326386302,      0.7469471162,                 0,                 0,                 0,     0.06585262564,     0.09373857118,      0.8097351992,                 0,       2.252804861,       0.745709351,   1.022897685e-05,   0.0002311530656
        602,           9,      -8.208250808,      -4.665715314,      -5.527937969,      -2.593056393,       -4.29336514,      0.9329898399,      0.3038668921,       0.613721104,                 0,                 0,                 0,     0.01473662247,      0.1111546687,      0.6757464919,                 0,       2.019703758,      0.8660080298,      -2.899133677,       -2.10419301,      -3.101434976,       -2.77548339,      -3.244438864,      0.9239316861,      0.3263851853,       0.746818405,                 0,                 0,                 0,     0.06577856446,     0.09377513476,      0.8096117856,                 0,       2.252630542,      0.7457450214,   9.559362683e-06,    0.000224380356
        603,           9,      -8.204596312,      -4.640424703,      -5.528659979,      -2.568931775,      -4.224645802,      0.9329898399,      0.3042819845,      0.6215795259,                 0,                 0,                 0,      0.0184619712,      0.1092540433,      0.6833828994,                 0,       2.042774655,      0.8660080298,      -2.895053297,       -2.07726802,      -3.101741514,      -2.751061882,      -3.174458126,      0.9240187838,      0.3263889763,       0.746725187,                 0,                 0,                 0,     0.06571847703,     0.09380601441,      0.8095237492,                 0,       2.252525513,      0.7457951253,   9.818758363e-06,   0.0002103762893
        604,           9,      -8.198258788,      -4.673862227,      -5.280265479,      -2.544305206,      -4.286279222,      0.9329898399,      0.3054704746,      0.6334397175,                 0,                 0,                 0,     0.02351302318,      0.1069230176,      0.6950723379,                 0,       2.073652841,      0.8660080298,      -2.887896898,      -2.108830007,      -2.852385414,      -2.725926318,      -3.234242095,      0.9241042224,      0.3263978651,      0.7466677328,                 0,                 0,                 0,     0.06567209462,     0.09383131279,      0.8094714043,                 0,       2.252489428,      0.7458565779,    9.92216738e-06,   0.0001904248607
        605,           9,      -8.239470623,       -4.72920905,      -5.217359359,      -2.568825911,      -4.283023647,      0.9329898399,      0.3072955417,      0.6484842887,                 0,                 0,                 0,     0.02984692413,       0.104269731,      0.7099931308,                 0,       2.110295142,      0.8740035312,      -2.928684492,      -2.162660362,      -2.787796288,      -2.750172296,      -3.230146211,       0.924188049,      0.3264118693,      0.7466453739,                 0,                 0,                 0,      0.0656388343,     0.09385124225,      0.8094541168,                 0,       2.252520276,      0.7459264989,   1.008940378e-05,   0.0001657902193
        606,           9,      -8.269947712,      -4.824710902,        -5.3973563,      -2.642897778,      -4.288485193,      0.9329898399,      0.3096235963,       0.666393533,                 0,                 0,                 0,     0.03746176099,      0.1012599044,      0.7278004836,                 0,       2.152269856,      0.8740035312,      -2.959285442,      -2.256919641,      -2.965260343,      -2.824200216,      -3.235811015,      0.9242703087,      0.3264308548,       0.746656631,                 0,                 0,                 0,     0.06561785005,     0.09386610692,      0.8094704328,                 0,       2.252614627,        0.74600229,   1.050508145e-05,   0.0001399420842
        607,           9,      -8.280084982,      -4.803966108,      -5.682467634,      -2.674766033,      -4.292880223,      0.9329898399,       0.312973656,      0.6877217194,                 0,                 0,                 0,     0.04632411384,     0.09822782422,      0.7491761924,                 0,       2.197378937,      0.8199868825,        -2.9695822,      -2.234827468,      -3.247452267,      -2.855933818,      -3.239707141,      0.9243510451,      0.3264545566,      0.7466993453,                 0,                 0,                 0,     0.06560808372,     0.09387628458,      0.8095182104,                 0,       2.252767885,      0.7460816884,   1.131868805e-05,   0.0001180708305
        608,           9,      -8.291345514,      -4.760035966,      -5.608684811,      -2.687210737,      -4.310967544,      0.9329898399,      0.3172881743,      0.7125621104,                 0,                 0,                 0,     0.05625443268,     0.09509119111,      0.7741926195,                 0,       2.245788429,      0.7973793545,      -2.980397643,      -2.189159306,      -3.170981615,        -2.8678868,      -3.256941458,      0.9244303001,      0.3264826007,      0.7467708101,                 0,                 0,                 0,       0.065608315,     0.09388220898,      0.8095947518,                 0,       2.252974542,      0.7461627999,   1.264543934e-05,   0.0001006994416
        609,           9,      -8.295096487,      -4.754456418,      -5.264784549,      -2.676958171,      -4.322366036,      0.9329898399,      0.3221341179,      0.7392037675,                 0,                 0,                 0,     0.06707034454,     0.09193612341,      0.8010869796,                 0,       2.294708093,      0.8106832246,      -2.982935946,      -2.181593112,       -2.82508307,      -2.856885405,      -3.267600826,      0.9245081141,      0.3265145256,      0.7468678995,                 0,                 0,                 0,     0.06561720947,     0.09388435274,      0.8096969328,                 0,        2.25322842,      0.7462441045,   1.456783068e-05,    8.81670035e-05
        610,           9,      -8.303179656,      -4.781988107,       -5.27878896,       -2.65668134,      -4.342511772,      0.9329898399,      0.3278087745,      0.7685789487,                 0,                 0,                 0,     0.07818724251,     0.08877435265,      0.8308377142,                 0,       2.344595412,      0.7838456792,      -2.989503519,      -2.207272706,      -2.837680973,      -2.835958084,      -3.285974666,      0.9245845261,      0.3265498037,      0.7469871927,                 0,                 0,                 0,     0.06563336421,     0.09388321144,      0.8098213278,                 0,       2.253522908,      0.7463244364,   1.713779165e-05,   8.064334827e-05
