Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
72,0.835873,0,2.37038,-0,6.00912e-08,0,0,0,0,0,0,0.797634,0.65,0.0208367,1.02915,0.948153,-0.130727,0.0016709,0.000119072,-0.000132987,0.0016804,1.1192,0,0,0,0,1.05844
73,0.717092,0,2.03085,-0,6.00311e-08,0,0,0,0,0,0,0.697233,0.65,0.0277759,0.953628,0.812339,-0.402354,0.00208866,2.69801e-05,-0.000100501,0.00209125,1.11772,0,0,0,0,1.09474
74,0.720216,0,2.03973,-0,6.00318e-08,0,0,0,0,0,0,0.699182,0.65,0.0276673,0.95505,0.815891,-0.39525,0.00207532,3.06887e-05,-0.000101601,0.00207803,1.11773,0,0,0,0,1.09352
75,0.725372,0,2.05439,-0,6.0033e-08,0,0,0,0,0,0,0.703223,0.65,0.0274059,0.958005,0.821757,-0.383519,0.00205279,3.60428e-05,-0.000103087,0.00205569,1.11776,0,0,0,0,1.09083
76,0.784778,0,2.22363,-0,6.00536e-08,0,0,0,0,0,0,0.743598,0.65,0.0249712,0.987958,0.889453,-0.248126,0.00182166,9.75457e-05,-0.000121861,0.00182834,1.11827,0,0,0,0,1.07013
77,0.831874,0,2.35892,-0,6.00887e-08,0,0,0,0,0,0,0.793754,0.65,0.0211249,1.02615,0.943567,-0.139898,0.00168392,0.000117356,-0.000131895,0.00169315,1.11914,0,0,0,0,1.05965
78,0.974777,0,2.79506,-0,6.0595e-08,0,0,0,0,0,0,0.973548,0.65,0.00208386,1.1706,1.11803,0.20902,0.000629923,0.00026962,-7.24388e-05,0.000689017,1.13166,0,0,0,0,0.72582
79,0.975481,0,2.79727,-0,6.0598e-08,0,0,0,0,0,0,0.974265,0.65,0.00199011,1.17119,1.11891,0.210783,0.000622642,0.000270171,-7.14686e-05,0.000682483,1.13173,0,0,0,0,0.722576
80,0.980525,0,2.81329,-0,6.06233e-08,0,0,0,0,0,0,0.979204,0.65,0.00134406,1.1753,1.12532,0.223602,0.000576311,0.00027438,-6.52766e-05,0.000641623,1.13236,0,0,0,0,0.702147
81,0.791899,0,2.25543,-0,6.02805e-08,0,0,0,0,0,0,0.37945,0.65,0.00865566,0.7527,0.902173,-0.222687,0.00433459,-0.000100041,0.00419592,0.00603361,1.12387,0,0,0,0,1.94432
82,0.773882,0,2.20229,-0,6.02504e-08,0,0,0,0,0,0,0.379715,0.65,0.00899051,0.752837,0.880917,-0.265198,0.00447661,-0.000191359,0.00422185,0.00615635,1.12313,0,0,0,0,1.94421
