"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          34,      -5.352466319,      -3.622167461,      -3.934338752,      -3.495009018,      -10.20175347,      0.4989440636,      0.0866744848,      0.9151101677,                 0,                 0,                 0,     0.01405735782,    -0.07354950837,      0.9162584543,                 0,       10.55801104,    0.006188450145
          0,           0,          35,      -5.355883525,      -3.625339411,      -3.940463526,      -3.498013498,      -10.21079663,      0.4989440636,     0.08488254589,      0.9232124834,                 0,                 0,                 0,     0.01353521809,    -0.07672117605,      0.9239265107,                 0,       10.87635242,    0.006188450145
          0,           0,          36,      -5.358766172,      -3.629351997,      -3.947540222,       -3.50217103,      -10.22056869,      0.4989440636,     0.08310629245,      0.9309746011,                 0,                 0,                 0,     0.01300107455,     -0.0798183218,      0.9312622612,                 0,       11.20221554,    0.006188450145
          0,           0,          37,      -5.360673407,      -3.634166566,      -3.955410066,      -3.507433172,      -10.23091809,      0.4989440636,     0.08135591273,       0.938456437,                 0,                 0,                 0,     0.01247537682,     -0.0828413165,       0.938326481,                 0,       11.53519647,    0.006188450145
          0,           0,          38,      -5.361212068,      -3.639749161,      -3.963972205,      -3.513276555,      -10.24170543,      0.4989440636,     0.07963159819,      0.9456587226,                 0,                 0,                 0,     0.01195281947,    -0.08579009859,      0.9451199236,                 0,       11.87542061,    0.006188450145
          0,           0,          39,      -5.360220187,      -3.646072925,      -3.973150658,      -3.519275933,      -10.25279098,      0.4989440636,     0.07792926828,      0.9525542607,                 0,                 0,                 0,     0.01141885472,    -0.08866396391,      0.9516150965,                 0,       12.22331842,    0.006188450145
          0,           0,          40,      -5.357816573,      -3.653114116,      -3.982864825,      -3.525318423,      -10.26398935,      0.4989440636,     0.07624615582,      0.9591208189,                 0,                 0,                 0,     0.01086392445,    -0.09146177698,      0.9577896246,                 0,       12.57926788,    0.006188450145
          0,           0,          41,      -5.354332776,      -3.660846584,      -3.993019913,      -3.531474335,      -10.27516027,      0.4989440636,      0.0745832886,       0.965357793,                 0,                 0,                 0,     0.01028897322,     -0.0941824207,      0.9636430912,                 0,       12.94335247,    0.007941525206
          0,           0,          42,      -5.350228728,      -3.669238123,      -4.003512529,      -3.537812343,      -10.28619967,      0.4989440636,     0.07294482196,      0.9712846769,                 0,                 0,                 0,    0.009703025571,    -0.09682518793,      0.9691954156,                 0,       13.31533412,    0.007941525206
          0,           0,          43,      -5.346042343,      -3.678247587,       -4.01424004,      -3.544344952,      -10.29685727,      0.4989440636,     0.07133583977,       0.976929687,                 0,                 0,                 0,    0.009117413318,    -0.09938997178,      0.9744752685,                 0,       13.69479479,    0.007941525206
          0,           0,          44,      -5.342355609,      -3.687822015,      -4.025106752,      -3.551085218,      -10.30690589,      0.4989440636,     0.06976042328,      0.9823183557,                 0,                 0,                 0,    0.008540998811,     -0.1018771867,       0.979508503,                 0,       14.08131301,    0.007941525206
          0,           0,          45,      -5.339747257,      -3.697894672,      -4.036025491,      -3.558106458,      -10.31624802,      0.4989440636,      0.0682209098,      0.9874679382,                 0,                 0,                 0,    0.007978415426,     -0.1042875271,      0.9843125181,                 0,       14.47456419,    0.007941525206
          0,           0,          46,      -5.338729099,       -3.70838458,      -4.046916708,      -3.565531087,      -10.32465465,      0.4989440636,     0.06671825274,      0.9923880603,                 0,                 0,                 0,     0.00743100623,     -0.1066217256,      0.9888969588,                 0,       14.87431129,    0.007941525206
          0,           0,          47,      -5.339687635,      -3.719196859,      -4.057706894,      -3.573465117,      -10.33185918,      0.4989440636,     0.06525286572,      0.9970847682,                 0,                 0,                 0,    0.006898843671,     -0.1088804249,      0.9932678513,                 0,       15.28032152,    0.007941525206
          0,           0,          48,       -5.34285302,      -3.730223311,      -4.068326777,      -3.581937616,      -10.33763791,      0.4989440636,     0.06382534203,       1.001564555,                 0,                 0,                 0,    0.006382381128,     -0.1110641681,      0.9974316928,                 0,       15.69227086,    0.007941525206
          0,           0,          49,      -5.348302195,       -3.74134302,      -4.078708532,      -3.590885659,      -10.34189861,      0.4989440636,     0.06243671569,       1.005836384,                 0,                 0,                 0,    0.005883061615,     -0.1131734935,       1.001397491,                 0,         16.109694,    0.007941525206
          0,           0,          50,      -5.355986866,      -3.752422338,      -4.088782794,      -3.600178172,      -10.34445444,      0.4989440636,     0.06108832463,       1.009911552,                 0,                 0,                 0,    0.005403021418,     -0.1152090448,       1.005176602,                 0,       16.53198967,    0.009973769849
          0,           0,          51,      -5.365773694,      -3.763313653,      -4.098475808,      -3.609653753,      -10.34517348,      0.4989440636,     0.05978147674,       1.013802331,                 0,                 0,                 0,    0.004944422727,     -0.1171716656,        1.00878134,                 0,       16.95846919,    0.009973769849
          0,           0,          52,      -5.377484595,      -3.773855319,      -4.107708402,      -3.619147752,       -10.3440291,      0.4989440636,     0.05851714354,       1.017520554,                 0,                 0,                 0,    0.004508897979,     -0.1190624533,       1.012223526,                 0,       17.38841803,    0.009973769849
          0,           0,          53,      -5.390929096,      -3.783872541,      -4.116397221,      -3.628506707,      -10.34095157,      0.4989440636,     0.05729582668,       1.021076785,                 0,                 0,                 0,    0.004097344284,     -0.1208827486,        1.01551365,                 0,       17.82113714,    0.009973769849
          0,           0,          54,      -5.405923765,      -3.793180212,      -4.124457824,      -3.637595231,      -10.33590643,      0.4989440636,       0.056117584,       1.024480189,                 0,                 0,                 0,    0.003710021401,     -0.1226340861,       1.018660749,                 0,        18.2559568,    0.009973769849
          0,           0,          55,      -5.422297133,      -3.801588249,      -4.131809261,      -3.646298526,      -10.32890913,      0.4989440636,     0.05498215281,       1.027738825,                 0,                 0,                 0,    0.003346781809,     -0.1243181237,       1.021672713,                 0,       18.69222597,    0.009973769849
          0,           0,          56,      -5.439882461,      -3.808908733,      -4.138378905,      -3.654520355,      -10.32003044,      0.4989440636,     0.05388907614,       1.030860003,                 0,                 0,                 0,    0.003007274924,      -0.125936581,       1.024556663,                 0,       19.12929441,    0.009973769849
          0,           0,          57,      -5.458504059,      -3.814965541,      -4.144107003,      -3.662173015,      -10.30942497,      0.4989440636,     0.05283778719,       1.033850521,                 0,                 0,                 0,    0.002691040673,     -0.1274911965,       1.027319194,                 0,        19.5664992,    0.009973769849
          0,           0,          58,      -5.477965365,      -3.819605526,      -4.148950121,      -3.669162713,      -10.29715983,      0.4989440636,     0.05182764667,       1.036716721,                 0,                 0,                 0,    0.002397521664,     -0.1289837011,       1.029966441,                 0,       20.00316024,    0.009973769849
          0,           0,          59,      -5.498045864,      -3.822709806,      -4.152882898,      -3.675378157,      -10.28332681,      0.4989440636,      0.0508579425,       1.039464463,                 0,                 0,                 0,    0.002126032286,     -0.1304158137,       1.032504051,                 0,       20.43858662,    0.009973769849
          0,           0,          60,      -5.518508831,       -3.82420368,      -4.155897917,      -3.680688569,      -10.26813968,      0.4989440636,     0.04992787845,       1.042099088,                 0,                 0,                 0,    0.001875734557,     -0.1317892459,       1.034937147,                 0,       20.87208832,    0.009973769849
          0,           0,          61,      -5.539113148,      -3.824063251,      -4.158004014,      -3.684953828,      -10.25181466,      0.4989440636,     0.04903657119,       1.044625453,                 0,                 0,                 0,    0.001645641962,     -0.1331057108,       1.037270356,                 0,       21.30298729,     0.01232599051
          0,           0,          62,      -5.559615616,      -3.822317512,      -4.159223929,      -3.688042642,      -10.23446748,      0.4989440636,     0.04818305692,       1.047048011,                 0,                 0,                 0,    0.001434652997,     -0.1343669311,         1.0395079,                 0,       21.73062646,     0.01232599051
          0,           0,          63,      -5.579753509,      -3.819045727,      -4.159592314,      -3.689852714,       -10.2161731,      0.4989440636,     0.04736630032,       1.049370918,                 0,                 0,                 0,    0.001241594145,     -0.1355746478,       1.041653688,                 0,       22.15437792,     0.01232599051
          0,           0,          64,       -5.59921309,      -3.814370461,      -4.159154379,      -3.690326853,      -10.19709316,      0.4989440636,     0.04658519688,       1.051598107,                 0,                 0,                 0,    0.001065252947,     -0.1367306319,       1.043711403,                 0,       22.57365381,     0.01232599051
          0,           0,          65,      -5.617611374,      -3.808447594,      -4.157964999,      -3.689459808,      -10.17743631,      0.4989440636,     0.04583857546,       1.053733337,                 0,                 0,                 0,    0.000904398711,     -0.1378366892,       1.045684545,                 0,       22.98791632,     0.01232599051
          0,           0,          66,       -5.63452935,      -3.801454915,      -4.156087782,      -3.687296381,      -10.15724223,      0.4989440636,     0.04512519738,       1.055780203,                 0,                 0,                 0,    0.000757790314,     -0.1388946641,       1.047576438,                 0,       23.39668886,     0.01232599051
          0,           0,          67,      -5.649609195,      -3.793580709,      -4.153593533,      -3.683924181,      -10.13665561,      0.4989440636,     0.04444376042,       1.057742147,                 0,                 0,                 0,   0.0006241851353,     -0.1399064364,       1.049390245,                 0,       23.79956459,     0.01232599051
          0,           0,          68,       -5.66267124,      -3.785013728,      -4.150558012,      -3.679463604,      -10.11578596,      0.4989440636,     0.04379291249,       1.059622471,                 0,                 0,                 0,   0.0005023578528,     -0.1408739113,       1.051128984,                 0,       24.19620917,     0.01232599051
          0,           0,          69,      -5.673773656,      -3.775935204,      -4.147059235,      -3.674057438,      -10.09462323,      0.4989440636,     0.04317127336,       1.061424376,                 0,                 0,                 0,   0.0003911261983,     -0.1417990039,       1.052795568,                 0,       24.58635786,     0.01232599051
          0,           0,          70,      -5.683177396,      -3.766513211,      -4.143174587,      -3.667860525,      -10.07326802,      0.4989440636,     0.04257745857,       1.063151007,                 0,                 0,                 0,   0.0002893768834,     -0.1426836237,       1.054392853,                 0,       24.96980898,     0.01232599051
          0,           0,          71,       -5.69124977,      -3.756899192,      -4.138978137,      -3.661029799,      -10.05177045,      0.4989440636,     0.04201010077,       1.064805487,                 0,                 0,                 0,   0.0001960851349,     -0.1435296595,       1.055923677,                 0,       25.34641593,     0.01232599051
          0,           0,          72,      -5.698366661,      -3.747226227,      -4.134538576,      -3.653716296,      -10.03022578,      0.4989440636,     0.04146786359,       1.066390937,                 0,                 0,                 0,   0.0001103243298,     -0.1443389694,       1.057390882,                 0,       25.71608096,     0.01232599051
          0,           0,          73,      -5.704848907,      -3.737608663,      -4.129918023,      -3.646059825,      -10.00867302,      0.4989440636,     0.04094944934,       1.067910482,                 0,                 0,                 0,   3.126760564e-05,      -0.145113374,        1.05879732,                 0,       26.07875075,     0.01232599051
          0,           0,          74,      -5.710935931,      -3.728142731,      -4.125171718,      -3.638185944,        -9.9871124,      0.4989440636,     0.04045360329,       1.069367251,                 0,                 0,                 0,  -4.181221233e-05,     -0.1458546522,       1.060145854,                 0,       26.43441285,     0.01232599051
          0,           0,          75,       -5.71678503,       -3.71890781,      -4.120348411,      -3.630204167,      -9.965581376,      0.4989440636,     0.03997911644,       1.070764361,                 0,                 0,                 0,  -0.0001095427053,     -0.1465645362,       1.061439345,                 0,       26.78309219,     0.01504627767
          0,           0,          76,      -5.722483801,      -3.709968053,      -4.115491136,      -3.622207154,      -9.944114782,      0.4989440636,     0.03952482875,        1.07210491,                 0,                 0,                 0,  -0.0001724507223,     -0.1472447061,       1.062680642,                 0,       27.12484642,     0.01504627767
          0,           0,          77,      -5.728067104,      -3.701374172,      -4.110638103,      -3.614270706,      -9.922748427,      0.4989440636,     0.03908963248,       1.073391947,                 0,                 0,                 0,  -0.0002309638644,     -0.1478967824,       1.063872555,                 0,       27.45976052,     0.01504627767
          0,           0,          78,      -5.733533772,      -3.693165204,      -4.105823503,      -3.606454575,      -9.901483059,      0.4989440636,     0.03867247358,       1.074628459,                 0,                 0,                 0,  -0.0002854161006,     -0.1485223218,       1.065017843,                 0,       27.78794216,     0.01504627767
          0,           0,          79,      -5.738860752,      -3.685370171,      -4.101078127,      -3.598803968,      -9.880368866,      0.4989440636,     0.03827235141,       1.075817345,                 0,                 0,                 0,  -0.0003360577238,     -0.1491228131,       1.066119187,                 0,       28.10951785,     0.01504627767
          0,           0,          80,      -5.744013782,      -3.678009574,      -4.096429777,      -3.591351613,      -9.859386528,      0.4989440636,     0.03788831659,        1.07696139,                 0,                 0,                 0,  -0.0003830687357,     -0.1496996748,       1.067179163,                 0,       28.42463025,     0.01504627767
          0,           0,          81,      -5.748954728,       -3.67109669,      -4.091903523,      -3.584120131,      -9.838513098,      0.4989440636,     0.03751946827,        1.07806324,                 0,                 0,                 0,  -0.0004265731463,     -0.1502542538,       1.068200224,                 0,       28.73343599,     0.01504627767
          0,           0,          82,      -5.753646167,      -3.664638706,       -4.08752186,      -3.577124539,      -9.817860087,      0.4989440636,     0.03716495015,       1.079125392,                 0,                 0,                 0,  -0.0004666549796,     -0.1507878267,       1.069184678,                 0,       29.03610491,     0.01504627767
          0,           0,          83,      -5.758054054,      -3.658637685,      -4.083304837,      -3.570374637,      -9.797410712,      0.4989440636,     0.03682394718,        1.08015018,                 0,                 0,                 0,  -0.0005033717509,     -0.1513016017,       1.070134683,                 0,       29.33281907,     0.01504627767
          0,           0,          84,      -5.762149265,      -3.653091413,      -4.079270188,       -3.56387712,      -9.777148328,      0.4989440636,     0.03649568298,       1.081139781,                 0,                 0,                 0,  -0.0005367649256,     -0.1517967213,       1.071052248,                 0,       29.62377172,     0.01504627767
          0,           0,          85,      -5.765908552,      -3.647994144,      -4.075433484,      -3.557637212,      -9.757106999,      0.4989440636,     0.03617941621,       1.082096221,                 0,                 0,                 0,  -0.0005668684287,     -0.1522742672,       1.071939238,                 0,       29.90916754,     0.01504627767
          0,           0,          86,       -5.76931519,      -3.643337259,      -4.071808313,      -3.551659822,      -9.737279985,      0.4989440636,     0.03587444016,       1.083021383,                 0,                 0,                 0,  -0.0005937137993,     -0.1527352627,       1.072797386,                 0,       30.18922045,     0.01504627767
          0,           0,          87,      -5.772359442,      -3.639109866,      -4.068406478,      -3.545950209,      -9.717714508,      0.4989440636,     0.03558008165,       1.083917025,                 0,                 0,                 0,  -0.0006173352946,     -0.1531806758,       1.073628306,                 0,       30.46415226,     0.01504627767
          0,           0,          88,      -5.775038768,      -3.635299359,      -4.065238179,       -3.54051421,       -9.69840273,      0.4989440636,     0.03529570023,       1.084784794,                 0,                 0,                 0,  -0.0006377729977,     -0.1536114235,        1.07443351,                 0,       30.73419106,     0.01504627767
          0,           0,          89,      -5.777357678,      -3.631891934,      -4.062312187,      -3.535358165,      -9.679350656,      0.4989440636,     0.03502068747,       1.085626239,                 0,                 0,                 0,  -0.0006550741487,     -0.1540283735,       1.075214416,                 0,       30.99956962,     0.01504627767
          0,           0,          90,      -5.779327134,      -3.628873078,      -4.059635959,      -3.530488557,      -9.660582773,      0.4989440636,     0.03475446609,       1.086442819,                 0,                 0,                 0,   -0.000669293586,     -0.1544323481,       1.075972362,                 0,       31.26052395,     0.01504627767
          0,           0,          91,      -5.780963753,      -3.626228038,      -4.057215737,      -3.525911669,      -9.642107147,      0.4989440636,     0.03449648954,       1.087235915,                 0,                 0,                 0,  -0.0006804936816,      -0.154824125,       1.076708611,                 0,       31.51729146,     0.01504627767
          0,           0,          92,      -5.782288961,      -3.623942259,      -4.055056646,      -3.521633239,      -9.623936628,      0.4989440636,     0.03424624065,       1.088006834,                 0,                 0,                 0,  -0.0006887444905,     -0.1552044408,       1.077424363,                 0,       31.77011005,     0.01504627767
          0,           0,          93,      -5.783328054,      -3.622001805,      -4.053162764,      -3.517658162,      -9.606024818,      0.4989440636,     0.03400322962,       1.088756815,                 0,                 0,                 0,  -0.0006941239824,     -0.1555739926,       1.078120751,                 0,       32.01921779,     0.01818969559
          0,           0,          94,      -5.784109549,      -3.620393732,      -4.051537198,      -3.513990314,       -9.58839088,      0.4989440636,     0.03376699147,       1.089487023,                 0,                 0,                 0,  -0.0006967187808,     -0.1559334411,       1.078798844,                 0,        32.2648532,     0.01818969559
          0,           0,          95,      -5.784664749,      -3.619106475,      -4.050182148,      -3.510632518,      -9.571120165,      0.4989440636,     0.03353708368,       1.090198551,                 0,                 0,                 0,  -0.0006966248593,     -0.1562834117,       1.079459639,                 0,        32.5072556,     0.01818969559
          0,           0,          96,      -5.785027485,       -3.61813017,      -4.049098996,       -3.50758659,      -9.554223938,      0.4989440636,     0.03331308351,       1.090892411,                 0,                 0,                 0,  -0.0006939482635,     -0.1566244963,        1.08010406,                 0,       32.74666576,     0.01818969559
          0,           0,          97,      -5.785234723,      -3.617456954,      -4.048288403,      -3.504853456,      -9.537728275,      0.4989440636,     0.03309458594,       1.091569531,                 0,                 0,                 0,  -0.0006888053834,      -0.156957255,       1.080732951,                 0,       32.98332642,     0.01818969559
          0,           0,          98,      -5.785326991,      -3.617081218,      -4.047750413,      -3.502433331,      -9.521618244,      0.4989440636,     0.03288120197,        1.09223075,                 0,                 0,                 0,  -0.0006813231771,     -0.1572822166,       1.081347071,                 0,       33.21748246,     0.01818969559
          0,           0,          99,      -5.785348953,      -3.616999816,      -4.047484561,      -3.500325943,      -9.505875277,      0.4989440636,     0.03267255784,       1.092876816,                 0,                 0,                 0,  -0.0006716386063,     -0.1575998792,       1.081947092,                 0,        33.4493804,     0.01818969559
          0,           0,         100,      -5.785349648,       -3.61721222,      -4.047489976,      -3.498530741,      -9.490604544,      0.4989440636,     0.03246829498,       1.093508386,                 0,                 0,                 0,  -0.0006598978997,     -0.1579107099,       1.082533597,                 0,       33.67926733,     0.01818969559
          0,           0,         101,      -5.785381969,      -3.617720615,      -4.047765496,      -3.497047127,      -9.475919127,      0.4989440636,     0.03226807072,       1.094126028,                 0,                 0,                 0,  -0.0006462546773,     -0.1582151447,       1.083107087,                 0,       33.90738905,     0.01818969559
          0,           0,         102,      -5.785500937,      -3.618529944,      -4.048309766,      -3.495874623,      -9.461670525,      0.4989440636,     0.03207155954,       1.094730225,                 0,                 0,                 0,  -0.0006308676276,      -0.158513588,        1.08366798,                 0,       34.13398787,     0.01818969559
          0,           0,         103,      -5.785760609,      -3.619647881,      -4.049121328,      -3.495013004,      -9.447863733,      0.4989440636,     0.03187845436,       1.095321384,                 0,                 0,                 0,  -0.0006138991126,     -0.1588064134,       1.084216627,                 0,       34.35930024,     0.01818969559
          0,           0,         104,      -5.786209943,      -3.621084748,      -4.050198733,      -3.494462455,      -9.434492448,      0.4989440636,     0.03168846803,       1.095899849,                 0,                 0,                 0,  -0.0005955132872,     -0.1590939628,       1.084753313,                 0,       34.58355414,     0.01818969559
          0,           0,         105,      -5.786888369,      -3.622853364,      -4.051540629,      -3.494223685,      -9.421623792,      0.4989440636,     0.03150133442,       1.096465906,                 0,                 0,                 0,  -0.0005758735046,     -0.1593765481,       1.085278275,                 0,       34.80696696,     0.01818969559
