"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         230,      -7.345510271,      -6.662108128,      -7.837039622,      -8.198473438,      -6.743477775,       -9.54486481
          0,           0,         231,      -7.347131321,      -6.663745218,      -7.841030811,       -8.20640009,      -6.745073459,      -9.545143073
          0,           0,         232,      -7.348683321,      -6.665367161,      -7.844999664,      -8.214272797,      -6.746598183,      -9.545427628
          0,           0,         233,      -7.350170436,      -6.666974732,      -7.848944035,      -8.222079706,      -6.748056446,      -9.545718224
          0,           0,         234,      -7.351598963,      -6.668569088,      -7.852862012,      -8.229809364,      -6.749454922,      -9.546014842
          0,           0,         235,      -7.352976945,      -6.670151743,      -7.856752079,      -8.237453659,      -6.750802098,      -9.546317442
          0,           0,         236,      -7.354313753,      -6.671724515,      -7.860613356,      -8.245008427,      -6.752107807,      -9.546626295
          0,           0,         237,      -7.355619513,      -6.673289198,       -7.86444535,      -8.252473347,      -6.753382616,      -9.546941246
          0,           0,         238,      -7.356904629,       -6.67484759,      -7.868248059,      -8.259852123,      -6.754637334,       -9.54726168
          0,           0,         239,      -7.358179448,      -6.676401599,      -7.872021853,      -8.267150725,      -6.755882623,      -9.547587508
          0,           0,         240,      -7.359453846,      -6.677953002,      -7.875767444,       -8.27437714,      -6.757128587,      -9.547918592
          0,           0,         241,      -7.360736876,      -6.679503406,       -7.87948568,      -8.281539652,      -6.758384411,      -9.548254724
          0,           0,         242,      -7.362036512,      -6.681054257,      -7.883177437,      -8.288645469,      -6.759658105,        -9.5485959
          0,           0,         243,      -7.363359449,      -6.682606787,      -7.886843492,      -8.295699571,      -6.760956316,      -9.548942039
          0,           0,         244,      -7.364710963,      -6.684162041,       -7.89048453,      -8.302704108,      -6.762284207,      -9.549293164
          0,           0,         245,      -7.366094781,      -6.685720721,      -7.894100994,      -8.309658196,      -6.763645347,      -9.549649261
          0,           0,         246,      -7.367513069,      -6.687283257,      -7.897693221,       -8.31655812,      -6.765041713,      -9.550010356
          0,           0,         247,       -7.36896647,      -6.688849822,      -7.901261526,      -8.323398032,      -6.766473742,      -9.550376608
          0,           0,         248,      -7.370454213,      -6.690420372,       -7.90480626,      -8.330170915,       -6.76794045,      -9.550748422
          0,           0,         249,      -7.371974183,      -6.691994619,      -7.908327862,      -8.336869494,      -6.769439529,        -9.5511263
          0,           0,         250,      -7.373523117,      -6.693572029,      -7.911827029,      -8.343487052,      -6.770967547,      -9.551508976
          0,           0,         251,      -7.375096801,       -6.69515187,      -7.915304626,      -8.350018758,      -6.772520135,      -9.551896001
          0,           0,         252,      -7.376690282,      -6.696733431,      -7.918761777,      -8.356462573,      -6.774092186,      -9.552287843
          0,           0,         253,      -7.378298206,      -6.698315811,      -7.922199726,      -8.362819446,      -6.775678247,      -9.552684852
          0,           0,         254,      -7.379914927,      -6.699898126,      -7.925619942,      -8.369089456,      -6.777272562,      -9.553087302
          0,           0,         255,      -7.381534758,      -6.701479434,      -7.929023921,      -8.375276142,      -6.778869357,      -9.553495273
          0,           0,         256,      -7.383152189,      -6.703058779,      -7.932413081,      -8.381385292,      -6.780463053,      -9.553908661
          0,           0,         257,      -7.384762131,      -6.704635301,      -7.935788774,       -8.38742325,      -6.782048506,      -9.554327485
          0,           0,         258,      -7.386360136,      -6.706208314,      -7.939152253,       -8.39339593,      -6.783621216,      -9.554752073
          0,           0,         259,      -7.387942506,      -6.707777253,      -7.942504515,      -8.399308306,      -6.785177458,      -9.555182579
          0,           0,         260,      -7.389506349,      -6.709341627,      -7.945846763,      -8.405164341,      -6.786714354,       -9.55561862
          0,           0,         261,       -7.39104958,      -6.710901052,      -7.949178746,      -8.410966701,      -6.788229846,      -9.556059946
          0,           0,         262,      -7.392571045,      -6.712455341,       -7.95250066,       -8.41671676,      -6.789722827,      -9.556506426
          0,           0,         263,      -7.394070481,      -6.714004463,      -7.955812484,       -8.42241477,      -6.791193106,      -9.556957942
          0,           0,         264,       -7.39554847,       -6.71554854,      -7.959114054,      -8.428060117,      -6.792641354,      -9.557414396
          0,           0,         265,      -7.397006359,      -6.717087834,      -7.962405116,      -8.433651744,      -6.794069022,      -9.557875704
          0,           0,         266,      -7.398446147,      -6.718622724,      -7.965685376,      -8.439188563,      -6.795478226,      -9.558341797
          0,           0,         267,      -7.399870361,      -6.720153679,      -7.968954533,      -8.444669697,      -6.796871618,      -9.558812587
          0,           0,         268,      -7.401281923,      -6.721681245,      -7.972212319,      -8.450094746,      -6.798252241,      -9.559287991
          0,           0,         269,      -7.402684005,      -6.723206014,      -7.975458534,      -8.455463914,      -6.799623383,       -9.55976794
          0,           0,         270,      -7.404079932,      -6.724728667,      -7.978693143,      -8.460777952,      -6.800988462,       -9.56025263
          0,           0,         271,      -7.405473054,       -6.72624992,      -7.981916099,      -8.466038097,      -6.802350895,      -9.560742395
          0,           0,         272,      -7.406866372,      -6.727770344,      -7.985127198,      -8.471244543,      -6.803713748,      -9.561236951
          0,           0,         273,       -7.40826281,       -6.72929044,      -7.988326472,      -8.476403232,      -6.805080017,      -9.561736005
          0,           0,         274,      -7.409664919,      -6.730810666,      -7.991514149,      -8.481512453,      -6.806452286,      -9.562239429
          0,           0,         275,      -7.411074776,      -6.732331418,      -7.994690312,      -8.486569167,      -6.807832632,      -9.562747177
          0,           0,         276,      -7.412494001,      -6.733853017,      -7.997855073,      -8.491572544,      -6.809222663,      -9.563259221
          0,           0,         277,      -7.413923745,      -6.735375709,      -8.001008558,      -8.496522147,      -6.810623502,      -9.563775526
          0,           0,         278,      -7.415364686,      -6.736899654,      -8.004150903,      -8.501416883,       -6.81203579,      -9.564296097
          0,           0,         279,      -7.416817037,      -6.738424934,      -8.007282259,      -8.506254897,      -6.813459688,      -9.564820955
          0,           0,         280,      -7.418280605,      -6.739951638,      -8.010402877,      -8.511033939,      -6.814894939,      -9.565350331
          0,           0,         281,      -7.419754776,      -6.741479726,      -8.013512961,      -8.515751725,      -6.816340863,      -9.565884243
          0,           0,         282,      -7.421238542,       -6.74300903,      -8.016612737,      -8.520406209,      -6.817796396,      -9.566422576
          0,           0,         283,      -7.422730584,      -6.744539328,      -8.019702517,      -8.524995912,      -6.819260165,      -9.566965281
          0,           0,         284,      -7.424229362,      -6.746070374,      -8.022782653,      -8.529520116,      -6.820730573,      -9.567512368
          0,           0,         285,      -7.425733218,      -6.747601921,      -8.025853503,      -8.533978782,      -6.822205914,      -9.568063879
          0,           0,         286,      -7.427240387,       -6.74913365,      -8.028915447,       -8.53837262,      -6.823684379,      -9.568619751
          0,           0,         287,      -7.428749165,      -6.750665366,      -8.031968935,      -8.542703492,      -6.825164223,      -9.569180171
          0,           0,         288,      -7.430257927,      -6.752196846,      -8.035014391,      -8.546973578,      -6.826643788,      -9.569745279
          0,           0,         289,      -7.431765151,      -6.753727826,      -8.038052202,      -8.551185288,      -6.828121535,      -9.570315011
          0,           0,         290,      -7.433269479,      -6.755258074,      -8.041082723,      -8.555341333,      -6.829596097,      -9.570889201
          0,           0,         291,      -7.434769742,      -6.756787354,       -8.04410626,      -8.559444704,      -6.831066308,      -9.571467713
          0,           0,         292,      -7.436265034,      -6.758315516,      -8.047123073,      -8.563498541,      -6.832531264,      -9.572050529
          0,           0,         293,      -7.437754709,       -6.75984243,      -8.050133369,      -8.567505902,      -6.833990333,      -9.572637538
          0,           0,         294,      -7.439238395,      -6.761368024,      -8.053137307,      -8.571469656,      -6.835443158,      -9.573228686
          0,           0,         295,      -7.440716039,      -6.762892394,      -8.056135098,      -8.575392381,      -6.836889705,      -9.573824194
          0,           0,         296,      -7.442187804,      -6.764415537,      -8.059126765,       -8.57927638,       -6.83833017,      -9.574423906
          0,           0,         297,      -7.443654068,      -6.765937502,      -8.062112302,      -8.583123727,      -6.839764964,      -9.575027722
          0,           0,         298,      -7.445115446,      -6.767458442,      -8.065091736,      -8.586936373,      -6.841194726,      -9.575635817
          0,           0,         299,      -7.446572724,      -6.768978532,      -8.068065069,      -8.590715912,      -6.842620271,      -9.576248208
          0,           0,         300,      -7.448026758,      -6.770497906,      -8.071032275,      -8.594463436,      -6.844042502,      -9.576864652
          0,           0,         301,      -7.449478535,      -6.772016816,      -8.073993322,      -8.598180156,      -6.845462426,      -9.577485318
          0,           0,         302,      -7.450929031,       -6.77353542,      -8.076948092,      -8.601866925,      -6.846881062,      -9.578109965
          0,           0,         303,      -7.452379203,      -6.775053875,      -8.079896496,      -8.605524339,      -6.848299398,      -9.578738453
          0,           0,         304,      -7.453829969,      -6.776572347,      -8.082838474,      -8.609152584,      -6.849718378,      -9.579370717
          0,           0,         305,      -7.455282185,      -6.778090993,       -8.08577399,      -8.612751461,      -6.851138873,       -9.58000671
          0,           0,         306,      -7.456736608,      -6.779609957,      -8.088702991,      -8.616320984,      -6.852561652,      -9.580646401
          0,           0,         307,      -7.458193877,      -6.781129366,      -8.091625445,      -8.619860883,      -6.853987358,      -9.581289763
          0,           0,         308,      -7.459654504,      -6.782649331,      -8.094541373,      -8.623370616,      -6.855416504,      -9.581936778
          0,           0,         309,       -7.46111886,      -6.784169937,      -8.097450783,      -8.626849443,      -6.856849455,      -9.582587427
          0,           0,         310,      -7.462587171,      -6.785691245,      -8.100353699,      -8.630296615,      -6.858286429,      -9.583241694
          0,           0,         311,      -7.464059518,      -6.787213287,      -8.103250159,       -8.63371141,      -6.859727494,      -9.583899569
          0,           0,         312,      -7.465535842,       -6.78873607,      -8.106140223,      -8.637092968,      -6.861172575,      -9.584561041
          0,           0,         313,      -7.467015977,      -6.790259599,       -8.10902398,       -8.64044074,      -6.862621482,      -9.585226267
          0,           0,         314,      -7.468499655,      -6.791783858,      -8.111901512,      -8.643754903,      -6.864073924,      -9.585895356
          0,           0,         315,      -7.469986495,      -6.793308784,      -8.114772917,      -8.647035141,      -6.865529507,      -9.586568104
          0,           0,         316,       -7.47147604,      -6.794834302,      -8.117638315,      -8.650281364,      -6.866987764,      -9.587244443
          0,           0,         317,      -7.472967788,      -6.796360331,      -8.120497831,      -8.653493899,      -6.868448176,      -9.587924349
          0,           0,         318,      -7.474461218,      -6.797886789,      -8.123351601,       -8.65667345,      -6.869910212,      -9.588607804
          0,           0,         319,       -7.47595581,       -6.79941359,      -8.126199761,      -8.659820968,       -6.87137334,      -9.589294796
          0,           0,         320,       -7.47745107,      -6.800940667,      -8.129042457,      -8.662937585,      -6.872837058,      -9.589985324
          0,           0,         321,      -7.478946543,       -6.80246795,      -8.131879873,      -8.666024607,      -6.874300903,      -9.590679363
          0,           0,         322,       -7.48044182,      -6.803995371,      -8.134712104,      -8.669083506,      -6.875764461,      -9.591376928
          0,           0,         323,      -7.481936573,      -6.805522897,      -8.137539244,      -8.672115881,      -6.877227396,        -9.5920782
          0,           0,         324,      -7.483430537,      -6.807050483,      -8.140361402,      -8.675123338,      -6.878689443,      -9.592783051
          0,           0,         325,      -7.484923507,      -6.808578089,      -8.143178673,      -8.678107436,      -6.880150405,      -9.593491379
          0,           0,         326,      -7.486415357,      -6.810105694,      -8.145991142,      -8.681069729,      -6.881610162,      -9.594203142
          0,           0,         327,      -7.487906041,      -6.811633294,      -8.148798877,      -8.684011707,      -6.883068677,      -9.594918324
          0,           0,         328,        -7.4893956,       -6.81316091,      -8.151601962,      -8.686934803,      -6.884525998,      -9.595636928
          0,           0,         329,      -7.490884144,      -6.814688574,      -8.154400443,      -8.689840259,      -6.885982246,      -9.596358947
          0,           0,         330,      -7.492371843,      -6.816216321,      -8.157194339,      -8.692729126,      -6.887437598,      -9.597084372
          0,           0,         331,      -7.493858921,      -6.817744213,      -8.159983665,      -8.695602414,      -6.888892289,      -9.597813213
          0,           0,         332,      -7.495345654,      -6.819272338,       -8.16276844,      -8.698461057,      -6.890346601,      -9.598545579
          0,           0,         333,      -7.496832333,      -6.820800764,      -8.165548648,      -8.701305723,      -6.891800835,      -9.599281401
          0,           0,         334,      -7.498319251,      -6.822329543,      -8.168324273,      -8.704136826,      -6.893255298,       -9.60002062
          0,           0,         335,      -7.499806706,      -6.823858733,      -8.171095317,      -8.706954752,      -6.894710289,      -9.600763287
          0,           0,         336,      -7.501294969,      -6.825388373,      -8.173861747,      -8.709759607,      -6.896166092,      -9.601509241
          0,           0,         337,      -7.502784289,      -6.826918505,      -8.176623534,      -8.712551376,      -6.897622963,      -9.602258421
          0,           0,         338,        -7.5042749,      -6.828449183,      -8.179380659,      -8.715329926,      -6.899081139,      -9.603010869
          0,           0,         339,      -7.505767037,      -6.829980509,      -8.182133138,      -8.718094957,      -6.900540845,      -9.603766801
          0,           0,         340,      -7.507260889,      -6.831512556,      -8.184880952,      -8.720846316,      -6.902002277,      -9.604526133
          0,           0,         341,      -7.508756597,      -6.833045362,      -8.187624119,      -8.723583715,      -6.903465575,      -9.605288879
          0,           0,         342,      -7.510254267,      -6.834578991,      -8.190362696,      -8.726306901,      -6.904930841,      -9.606055064
          0,           0,         343,      -7.511753916,      -6.836113405,      -8.193096632,      -8.729015308,      -6.906398098,      -9.606824491
          0,           0,         344,       -7.51325551,      -6.837648576,      -8.195825903,      -8.731708482,      -6.907867311,      -9.607597072
          0,           0,         345,       -7.51475898,      -6.839184479,      -8.198550505,       -8.73438614,      -6.909338411,      -9.608372772
          0,           0,         346,      -7.516264231,      -6.840721094,      -8.201270444,      -8.737048131,      -6.910811295,      -9.609151577
          0,           0,         347,      -7.517771142,      -6.842258395,      -8.203985738,      -8.739694378,      -6.912285841,      -9.609933462
          0,           0,         348,      -7.519279577,      -6.843796361,      -8.206696411,      -8.742324891,      -6.913761907,      -9.610718416
          0,           0,         349,      -7.520789404,      -6.845335002,      -8.209402521,      -8.744939844,      -6.915239354,      -9.611506489
          0,           0,         350,      -7.522300489,      -6.846874322,      -8.212103981,      -8.747539475,      -6.916718046,      -9.612297697
          0,           0,         351,      -7.523812677,      -6.848414274,      -8.214800758,      -8.750123976,      -6.918197826,      -9.613091976
          0,           0,         352,      -7.525325815,      -6.849954824,      -8.217493107,      -8.752693693,      -6.919678537,        -9.6138893
          0,           0,         353,      -7.526839761,      -6.851495952,      -8.220181035,      -8.755248355,      -6.921160037,      -9.614689655
          0,           0,         354,      -7.528354393,      -6.853037647,      -8.222864528,      -8.757787417,        -6.9226422,       -9.61549305
          0,           0,         355,       -7.52986961,       -6.85457989,      -8.225543687,      -8.760313573,      -6.924124921,      -9.616299514
          0,           0,         356,      -7.531385322,      -6.856122659,      -8.228218559,      -8.762827503,      -6.925608114,      -9.617108968
          0,           0,         357,      -7.532901458,      -6.857665938,      -8.230889188,      -8.765329837,      -6.927091708,      -9.617921386
          0,           0,         358,      -7.534417973,      -6.859209718,      -8.233555608,      -8.767821217,      -6.928575658,      -9.618736756
          0,           0,         359,      -7.535934844,      -6.860753994,      -8.236217845,      -8.770302227,      -6.930059944,      -9.619555048
          0,           0,         360,       -7.53745209,      -6.862298806,      -8.238875962,       -8.77277355,      -6.931544586,      -9.620376311
          0,           0,         361,      -7.538969769,      -6.863844193,      -8.241530021,       -8.77523578,      -6.933029636,      -9.621200702
          0,           0,         362,      -7.540487953,      -6.865390202,      -8.244180086,      -8.777689504,      -6.934515169,      -9.622028181
          0,           0,         363,      -7.542006706,      -6.866936833,      -8.246826141,      -8.780135071,      -6.936001254,      -9.622858669
          0,           0,         364,      -7.543526106,      -6.868484096,       -8.24946818,      -8.782572733,      -6.937487968,      -9.623692249
          0,           0,         365,      -7.545046217,      -6.870031983,      -8.252106164,      -8.785002744,      -6.938975383,      -9.624528739
          0,           0,         366,      -7.546567102,      -6.871580492,      -8.254740068,      -8.787425424,      -6.940463566,       -9.62536807
          0,           0,         367,      -7.548088827,      -6.873129631,      -8.257369871,      -8.789841008,       -6.94195259,      -9.626210214
          0,           0,         368,      -7.549611461,      -6.874679407,      -8.259995558,      -8.792249605,      -6.943442525,      -9.627055152
          0,           0,         369,      -7.551135071,      -6.876229835,      -8.262617114,      -8.794651225,      -6.944933441,      -9.627902871
          0,           0,         370,      -7.552659725,      -6.877780931,      -8.265234527,      -8.797045827,      -6.946425405,      -9.628753406
          0,           0,         371,       -7.55418549,       -6.87933272,      -8.267847786,      -8.799433308,      -6.947918483,      -9.629606781
          0,           0,         372,      -7.555712413,      -6.880885206,      -8.270456902,      -8.801813696,      -6.949412725,       -9.63046293
          0,           0,         373,      -7.557240527,      -6.882438397,      -8.273061867,      -8.804186907,      -6.950908163,      -9.631321834
          0,           0,         374,      -7.558769856,        -6.8839923,       -8.27566266,      -8.806552754,      -6.952404823,      -9.632183473
          0,           0,         375,      -7.560300414,      -6.885546919,      -8.278259266,      -8.808911045,      -6.953902719,      -9.633047827
          0,           0,         376,        -7.5618322,      -6.887102258,      -8.280851678,      -8.811261626,       -6.95540185,      -9.633914884
          0,           0,         377,      -7.563365199,      -6.888658317,      -8.283439896,      -8.813604422,      -6.956902199,      -9.634784632
          0,           0,         378,      -7.564899389,      -6.890215095,      -8.286023921,      -8.815939369,      -6.958403743,      -9.635657063
          0,           0,         379,      -7.566434741,       -6.89177259,       -8.28860376,      -8.818266444,      -6.959906452,       -9.63653217
          0,           0,         380,      -7.567971219,      -6.893330798,      -8.291179419,      -8.820585663,      -6.961410291,      -9.637409945
          0,           0,         381,      -7.569508785,      -6.894889716,      -8.293750908,      -8.822897082,      -6.962915218,      -9.638290374
          0,           0,         382,      -7.571047398,      -6.896449339,      -8.296318238,      -8.825200796,      -6.964421191,      -9.639173446
          0,           0,         383,      -7.572587014,      -6.898009661,      -8.298881423,       -8.82749694,      -6.965928167,      -9.640059151
          0,           0,         384,       -7.57412759,      -6.899570679,      -8.301440475,      -8.829785678,      -6.967436102,       -9.64094748
          0,           0,         385,      -7.575669088,      -6.901132387,       -8.30399541,      -8.832067207,      -6.968944955,      -9.641838423
          0,           0,         386,      -7.577211469,      -6.902694781,      -8.306546243,      -8.834341746,       -6.97045469,      -9.642731969
          0,           0,         387,      -7.578754704,      -6.904257858,      -8.309092988,      -8.836609538,      -6.971965274,      -9.643628109
          0,           0,         388,      -7.580298765,      -6.905821614,      -8.311635657,      -8.838870845,      -6.973476681,      -9.644526833
          0,           0,         389,      -7.581843633,      -6.907386049,      -8.314174268,      -8.841125939,      -6.974988893,      -9.645428131
          0,           0,         390,      -7.583389296,      -6.908951163,      -8.316708831,      -8.843375085,      -6.976501895,      -9.646331994
          0,           0,         391,      -7.584935748,      -6.910516957,      -8.319239362,      -8.845618561,      -6.978015683,       -9.64723841
          0,           0,         392,      -7.586482989,      -6.912083433,       -8.32176587,      -8.847856651,       -6.97953026,      -9.648147371
          0,           0,         393,      -7.588031026,      -6.913650594,      -8.324288363,      -8.850089593,      -6.981045629,      -9.649058866
          0,           0,         394,      -7.589579868,      -6.915218445,      -8.326806848,      -8.852317589,      -6.982561801,      -9.649972888
          0,           0,         395,       -7.59112953,      -6.916786989,      -8.329321331,      -8.854540841,      -6.984078793,      -9.650889424
          0,           0,         396,      -7.592680033,      -6.918356234,      -8.331831818,      -8.856759522,      -6.985596626,      -9.651808465
          0,           0,         397,      -7.594231398,      -6.919926184,       -8.33433831,      -8.858973782,      -6.987115323,      -9.652729999
          0,           0,         398,       -7.59578365,      -6.921496847,      -8.336840811,      -8.861183735,      -6.988634909,      -9.653654019
          0,           0,         399,      -7.597336813,      -6.923068228,      -8.339339318,      -8.863389461,      -6.990155407,      -9.654580514
          0,           0,         400,       -7.59889091,      -6.924640335,      -8.341833831,      -8.865591016,      -6.991676844,      -9.655509476
          0,           0,         401,      -7.600445965,      -6.926213174,      -8.344324348,      -8.867788435,      -6.993199241,      -9.656440896
          0,           0,         402,      -7.602001999,      -6.927786751,      -8.346810867,      -8.869981734,      -6.994722621,      -9.657374766
          0,           0,         403,      -7.603559029,      -6.929361071,      -8.349293385,      -8.872170901,      -6.996247003,      -9.658311078
          0,           0,         404,      -7.605117071,      -6.930936139,      -8.351771899,      -8.874355915,      -6.997772401,      -9.659249824
          0,           0,         405,      -7.606676138,       -6.93251196,      -8.354246409,      -8.876536744,      -6.999298828,      -9.660190994
          0,           0,         406,      -7.608236238,      -6.934088538,      -8.356716913,      -8.878713344,      -7.000826293,      -9.661134589
          0,           0,         407,      -7.609797376,      -6.935665876,       -8.35918341,      -8.880885682,        -7.0023548,      -9.662080599
          0,           0,         408,      -7.611359553,      -6.937243975,      -8.361645899,      -8.883053717,      -7.003884352,      -9.663029012
          0,           0,         409,      -7.612922768,      -6.938822838,      -8.364104383,      -8.885217413,      -7.005414944,      -9.663979819
          0,           0,         410,      -7.614487014,      -6.940402466,      -8.366558862,      -8.887376768,      -7.006946573,      -9.664933011
          0,           0,         411,      -7.616052286,      -6.941982859,      -8.369009341,      -8.889531795,       -7.00847923,      -9.665888584
          0,           0,         412,      -7.617618578,      -6.943564025,      -8.371455828,      -8.891682485,       -7.01001291,      -9.666846539
          0,           0,         413,      -7.619185885,      -6.945145975,      -8.373898333,       -8.89382885,      -7.011547609,      -9.667806883
          0,           0,         414,      -7.620754198,      -6.946728702,       -8.37633686,      -8.895970959,      -7.013083317,      -9.668769594
          0,           0,         415,        -7.6223235,      -6.948312203,      -8.378771411,      -8.898108893,      -7.014620018,      -9.669734657
          0,           0,         416,       -7.62389378,      -6.949896474,      -8.381201993,      -8.900242729,      -7.016157698,      -9.670702059
          0,           0,         417,      -7.625465024,      -6.951481511,      -8.383628612,      -8.902372545,      -7.017696344,      -9.671671791
          0,           0,         418,      -7.627037219,      -6.953067314,      -8.386051276,      -8.904498428,      -7.019235944,      -9.672643845
          0,           0,         419,      -7.628610355,       -6.95465388,       -8.38846999,      -8.906620475,      -7.020776487,      -9.673618213
          0,           0,         420,      -7.630184424,      -6.956241208,      -8.390884765,      -8.908738788,      -7.022317963,      -9.674594887
          0,           0,         421,      -7.631759417,      -6.957829299,      -8.393295606,      -8.910853467,      -7.023860365,      -9.675573861
          0,           0,         422,      -7.633335331,      -6.959418152,      -8.395702521,      -8.912964636,      -7.025403688,      -9.676555129
          0,           0,         423,      -7.634912186,      -6.961007815,      -8.398105537,      -8.915072393,      -7.026947946,      -9.677538797
          0,           0,         424,       -7.63649001,       -6.96259832,      -8.400504678,      -8.917176677,      -7.028493167,      -9.678524902
          0,           0,         425,      -7.638068808,      -6.964189645,       -8.40289994,      -8.919277704,       -7.03003936,      -9.679513361
          0,           0,         426,      -7.639648571,      -6.965781772,      -8.405291324,      -8.921375686,      -7.031586517,      -9.680504119
          0,           0,         427,      -7.641229292,      -6.967374693,       -8.40767883,      -8.923470752,      -7.033134633,      -9.681497148
          0,           0,         428,      -7.642810967,        -6.9689684,      -8.410062459,      -8.925562996,      -7.034683704,      -9.682492429
          0,           0,         429,      -7.644393594,      -6.970562894,      -8.412442216,      -8.927652505,       -7.03623373,      -9.683489958
          0,           0,         430,      -7.645977184,      -6.972158193,      -8.414818103,      -8.929739404,      -7.037784719,       -9.68448975
          0,           0,         431,       -7.64756174,      -6.973754294,      -8.417190132,      -8.931823669,      -7.039336677,      -9.685491788
          0,           0,         432,      -7.649147269,      -6.975351193,      -8.419558308,      -8.933905242,       -7.04088961,      -9.686496048
          0,           0,         433,      -7.650733772,      -6.976948887,       -8.42192263,       -8.93598405,      -7.042443521,      -9.687502512
          0,           0,         434,      -7.652321254,      -6.978547375,      -8.424283099,      -8.938060064,      -7.043998414,      -9.688511173
          0,           0,         435,      -7.653909715,      -6.980146655,      -8.426639717,      -8.940133264,      -7.045554289,      -9.689522026
          0,           0,         436,      -7.655499159,      -6.981746728,      -8.428992488,      -8.942203752,       -7.04711115,      -9.690535064
          0,           0,         437,      -7.657089586,      -6.983347592,      -8.431341415,       -8.94427167,      -7.048668996,      -9.691550279
          0,           0,         438,      -7.658680998,      -6.984949251,        -8.4336865,       -8.94633682,       -7.05022783,      -9.692567669
          0,           0,         439,      -7.660273395,      -6.986551705,      -8.436027747,      -8.948399154,      -7.051787651,      -9.693587228
          0,           0,         440,      -7.661866775,      -6.988154953,      -8.438365157,      -8.950458702,      -7.053348458,      -9.694608945
          0,           0,         441,      -7.663461137,      -6.989758995,      -8.440698737,      -8.952515497,       -7.05491025,      -9.695632815
          0,           0,         442,       -7.66505648,      -6.991363832,      -8.443028492,      -8.954569561,      -7.056473024,      -9.696658829
          0,           0,         443,      -7.666652802,      -6.992969465,      -8.445354426,      -8.956620913,      -7.058036779,      -9.697686981
          0,           0,         444,      -7.668250102,      -6.994575893,      -8.447676546,      -8.958669573,      -7.059601513,      -9.698717263
          0,           0,         445,      -7.669848375,      -6.996183117,      -8.449994856,      -8.960715562,      -7.061167223,      -9.699749669
