"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          70,      -4.773080122,      -2.326414943,      -3.126145584,     -0.2442952436
          0,           0,          71,      -4.778725152,      -2.332252607,      -3.137440605,     -0.2553107568
          0,           0,          72,      -4.785100376,      -2.338353388,      -3.150112795,     -0.2620525528
          0,           0,          73,      -4.792523603,       -2.34668615,      -3.162577515,      -0.276620017
          0,           0,          74,      -4.799523173,      -2.353861178,      -3.175620274,     -0.2864093733
          0,           0,          75,      -4.804395956,      -2.358415001,      -3.185633144,     -0.2937498226
          0,           0,          76,      -4.813170794,      -2.367894767,      -3.199089945,     -0.3052583133
          0,           0,          77,      -4.818660732,      -2.373431874,      -3.209201611,     -0.3160955737
          0,           0,          78,      -4.824938688,      -2.379347084,      -3.220387138,     -0.3210779461
          0,           0,          79,       -4.83216389,      -2.387120054,       -3.23121097,     -0.3346738175
          0,           0,          80,      -4.838988002,      -2.394040645,      -3.242519211,     -0.3430442036
          0,           0,          81,      -4.843747531,      -2.398573478,      -3.251520211,     -0.3508122249
          0,           0,          82,      -4.852215623,      -2.407673299,      -3.263556536,     -0.3614697977
          0,           0,          83,      -4.857488587,      -2.413255245,      -3.272829112,     -0.3726058564
          0,           0,          84,      -4.863499537,      -2.419463322,      -3.283226249,     -0.3769398282
          0,           0,          85,      -4.870389413,      -2.427305531,      -3.293360961,     -0.3906893188
          0,           0,          86,      -4.876845405,      -2.434649836,      -3.303817082,     -0.3973063725
          0,           0,          87,      -4.881329833,      -2.439934258,      -3.312277878,     -0.4053801999
          0,           0,          88,      -4.889344065,      -2.449565678,      -3.323361101,     -0.4139481154
          0,           0,          89,      -4.894289141,      -2.456065821,      -3.331931298,      -0.424949734
          0,           0,          90,      -4.899919288,      -2.463434526,      -3.341099994,     -0.4268762076
          0,           0,          91,      -4.906423261,      -2.472159843,      -3.350273855,     -0.4409910537
          0,           0,          92,      -4.912488318,      -2.480729117,      -3.359335485,     -0.4447515834
          0,           0,          93,      -4.916694706,      -2.487393882,      -3.366746784,     -0.4536284137
          0,           0,          94,      -4.924285894,      -2.498146525,      -3.376393058,     -0.4599175029
          0,           0,          95,      -4.928959798,      -2.505894182,       -3.38403342,     -0.4718216125
          0,           0,          96,      -4.934302554,      -2.514678065,      -3.391847998,      -0.472215986
          0,           0,          97,      -4.940513614,      -2.524451398,      -3.400457439,     -0.4878530157
          0,           0,          98,      -4.946312279,      -2.534189015,      -3.408584408,     -0.4903822607
          0,           0,          99,      -4.950353478,      -2.541948761,      -3.415637335,     -0.5014402799
          0,           0,         100,      -4.957654613,      -2.553449693,      -3.424731488,     -0.5072008975
          0,           0,         101,      -4.962172803,      -2.561986617,      -3.432500634,     -0.5209428672
          0,           0,         102,      -4.967376306,      -2.571477873,      -3.440182167,     -0.5221596635
          0,           0,         103,      -4.973390801,      -2.581457739,      -3.449100984,     -0.5391920757
          0,           0,         104,      -4.979067715,       -2.59145916,      -3.457411179,     -0.5428167244
          0,           0,         105,      -4.983030374,      -2.599361097,      -3.465116417,     -0.5556205385
          0,           0,         106,      -4.990183532,      -2.610617062,      -3.474809363,     -0.5626399221
          0,           0,         107,      -4.994626075,      -2.618790196,      -3.483298636,      -0.577342581
          0,           0,         108,      -4.999782051,      -2.627866958,      -3.491961313,     -0.5809284175
          0,           0,         109,      -5.005659618,      -2.637118379,      -3.501831985,     -0.5979957201
          0,           0,         110,      -5.011290978,      -2.646342197,      -3.511474177,     -0.6039162315
          0,           0,         111,       -5.01520469,      -2.653358748,      -3.520281473,      -0.616672693
          0,           0,         112,      -5.022241951,      -2.663543869,      -3.531521021,     -0.6257527831
          0,           0,         113,      -5.026621405,      -2.670650531,      -3.541187234,     -0.6396956813
          0,           0,         114,      -5.031753833,      -2.678637615,      -3.551548618,     -0.6450771407
          0,           0,         115,      -5.037500367,       -2.68666372,       -3.56247753,     -0.6607895031
          0,           0,         116,      -5.043088133,      -2.694778297,      -3.573835749,     -0.6678650027
          0,           0,         117,      -5.046978206,       -2.70073048,      -3.583560296,     -0.6787988309
          0,           0,         118,      -5.053934535,      -2.709805105,       -3.59613413,     -0.6880272746
          0,           0,         119,      -5.058267589,      -2.715949851,       -3.60650741,     -0.7000003545
          0,           0,         120,      -5.063395142,      -2.723061178,      -3.617806524,     -0.7042878796
          0,           0,         121,      -5.069087373,      -2.730292438,      -3.628938533,     -0.7181315538
          0,           0,         122,      -5.074674125,      -2.737683748,      -3.640598771,     -0.7232643895
          0,           0,         123,      -5.078572314,       -2.74305072,      -3.650060317,     -0.7323432012
          0,           0,         124,      -5.085490621,      -2.751647979,      -3.662305156,     -0.7390299645
          0,           0,         125,      -5.089861344,      -2.757413026,       -3.67185338,     -0.7497071903
          0,           0,         126,      -5.095031293,      -2.764198235,      -3.682020093,     -0.7511789278
          0,           0,         127,      -5.100709212,      -2.771241834,      -3.692021596,     -0.7643308263
          0,           0,         128,       -5.10633351,      -2.778510747,      -3.702037226,     -0.7666036911
          0,           0,         129,      -5.110317098,      -2.783839423,      -3.709949228,     -0.7759640046
          0,           0,         130,      -5.117231362,      -2.792428361,      -3.720179015,     -0.7801143547
          0,           0,         131,      -5.121668504,      -2.798278995,      -3.728168373,     -0.7915187961
          0,           0,         132,      -5.126907676,      -2.805161311,       -3.73622858,     -0.7915558938
          0,           0,         133,      -5.132619952,       -2.81240554,      -3.744828377,     -0.8054106977
          0,           0,         134,      -5.138300444,      -2.819831743,      -3.752884501,     -0.8067052199
          0,           0,         135,      -5.142377253,      -2.825381155,      -3.759742858,     -0.8178565392
          0,           0,         136,      -5.149298415,      -2.834185633,      -3.768403024,      -0.821192319
          0,           0,         137,       -5.15381014,      -2.840295252,      -3.775762817,     -0.8340136124
          0,           0,         138,      -5.159115492,      -2.847386541,      -3.782829325,     -0.8346844368
          0,           0,         139,      -5.164849603,      -2.854888657,      -3.791184282,      -0.849471262
          0,           0,         140,      -5.170572753,      -2.862520391,      -3.798775019,     -0.8515756558
          0,           0,         141,        -5.1752119,      -2.868871364,      -3.806439332,     -0.8650644748
          0,           0,         142,      -5.181089058,      -2.876705392,      -3.814186853,     -0.8675303097
          0,           0,         143,      -5.185819684,      -2.883240122,      -3.822141867,     -0.8811016059
          0,           0,         144,      -5.191762132,      -2.891206932,       -3.83024133,     -0.8844521048
          0,           0,         145,       -5.19654841,      -2.897844807,      -3.838549086,     -0.8985624133
          0,           0,         146,       -5.20252287,      -2.905910781,      -3.847029137,     -0.9023859119
          0,           0,         147,      -5.207338281,      -2.912631963,      -3.855687527,     -0.9166199329
          0,           0,         148,      -5.213339402,      -2.920747376,      -3.864522788,     -0.9209827146
          0,           0,         149,      -5.218164057,       -2.92753359,      -3.873440983,     -0.9350144601
          0,           0,         150,      -5.224177601,      -2.935690317,      -3.882607098,     -0.9396710758
          0,           0,         151,      -5.229019332,      -2.942507087,      -3.891759985,     -0.9537915774
          0,           0,         152,      -5.235029573,      -2.950692866,      -3.901143687,      -0.958385624
          0,           0,         153,      -5.239872631,       -2.95753159,       -3.91042382,      -0.972419586
          0,           0,         154,      -5.245888777,      -2.965717785,      -3.919953513,     -0.9770097012
          0,           0,         155,      -5.250723415,      -2.972564455,      -3.929247106,      -0.990771794
          0,           0,         156,      -5.256731596,      -2.980739383,      -3.938828072,     -0.9950388873
          0,           0,         157,      -5.261567835,      -2.987570555,      -3.948107938,      -1.008759329
          0,           0,         158,      -5.267555487,      -2.995719934,      -3.957584667,      -1.012392024
          0,           0,         159,      -5.272378707,      -3.002522627,      -3.966742877,      -1.025984059
          0,           0,         160,      -5.278357803,      -3.010627765,      -3.976087079,      -1.029066282
          0,           0,         161,      -5.283166708,      -3.017389762,      -3.985044659,      -1.042486278
          0,           0,         162,      -5.289112021,      -3.025436298,      -3.994096846,      -1.044785011
          0,           0,         163,       -5.29390073,       -3.03214268,      -4.002848183,      -1.058210474
          0,           0,         164,      -5.299829325,      -3.040121936,      -4.011688776,      -1.059933777
          0,           0,         165,      -5.304133864,      -3.046299024,      -4.019720191,      -1.072413342
          0,           0,         166,      -5.311016718,      -3.055209218,      -4.029112457,      -1.075081938
          0,           0,         167,      -5.315589798,      -3.061611312,       -4.03738159,      -1.088668034
          0,           0,         168,      -5.320884524,      -3.068853773,      -4.045248036,      -1.088094385
          0,           0,         169,      -5.326512118,       -3.07626729,      -4.054116327,      -1.102934749
          0,           0,         170,       -5.33212827,       -3.08377152,      -4.062085259,      -1.103006996
          0,           0,         171,       -5.33728948,      -3.090773398,      -4.069571425,      -1.103831248
          0,           0,         172,      -5.343875451,      -3.099173656,      -4.078116554,      -1.108223649
          0,           0,         173,      -5.349306433,      -3.106374413,      -4.085710399,      -1.112305627
          0,           0,         174,      -5.354305815,      -3.113142366,      -4.092702399,      -1.116233413
          0,           0,         175,      -5.360763668,      -3.121326604,      -4.100840884,      -1.123507237
          0,           0,         176,      -5.366598719,      -3.128894503,      -4.107395118,      -1.120248657
          0,           0,         177,      -5.370460562,      -3.134339234,      -4.114628173,      -1.140461105
          0,           0,         178,      -5.376897387,      -3.142495733,      -4.122595264,      -1.147336277
          0,           0,         179,       -5.38270296,      -3.149992621,      -4.129285245,      -1.144503832
          0,           0,         180,      -5.386514217,      -3.155358432,      -4.136950844,      -1.164406029
          0,           0,         181,      -5.392905327,      -3.163410427,      -4.145328457,      -1.171113144
          0,           0,         182,        -5.3986483,      -3.170788919,      -4.152355847,      -1.168330279
          0,           0,         183,      -5.402445823,      -3.176047443,      -4.160532266,      -1.188094057
          0,           0,         184,      -5.408791185,      -3.183963214,      -4.169166782,      -1.194957051
          0,           0,         185,      -5.414462837,      -3.191201939,      -4.176384949,      -1.192548207
          0,           0,         186,      -5.418222637,      -3.196321847,      -4.184830995,      -1.212325759
          0,           0,         187,      -5.424527861,      -3.204090215,       -4.19350715,      -1.219607622
          0,           0,         188,      -5.430161888,      -3.211190175,      -4.200688161,      -1.217918646
          0,           0,         189,      -5.433900181,      -3.216178987,      -4.209231786,      -1.237572218
          0,           0,         190,       -5.44016947,      -3.223793328,      -4.217839592,      -1.245245269
          0,           0,         191,      -5.445753241,      -3.230752195,      -4.224971551,      -1.244234842
          0,           0,         192,      -5.449456592,      -3.235602789,      -4.233522678,      -1.263727915
          0,           0,         193,      -5.455689934,      -3.243067618,      -4.242017123,      -1.271846343
          0,           0,         194,      -5.461224126,      -3.249895401,      -4.249090283,      -1.271560518
          0,           0,         195,      -5.464913283,      -3.254629883,      -4.257644321,      -1.290785412
          0,           0,         196,      -5.471111892,      -3.261958681,      -4.266100086,      -1.299227477
          0,           0,         197,       -5.47659691,      -3.268671114,      -4.273204858,      -1.299629369
          0,           0,         198,      -5.480265134,      -3.273304978,      -4.281747865,      -1.318386575
          0,           0,         199,      -5.486438259,      -3.280519171,      -4.290258515,      -1.327229029
          0,           0,         200,      -5.491873703,      -3.287141537,      -4.297546987,      -1.328220407
          0,           0,         201,      -5.495520631,      -3.291697631,      -4.306122021,      -1.346269425
          0,           0,         202,       -5.50166407,       -3.29882395,      -4.314736783,      -1.355464697
          0,           0,         203,      -5.507060767,      -3.305384332,      -4.322317231,      -1.357147621
          0,           0,         204,      -5.510681645,      -3.309886964,      -4.331009331,      -1.374145867
          0,           0,         205,      -5.516790906,      -3.316948381,      -4.339833974,      -1.383590083
          0,           0,         206,      -5.521732175,      -3.322937279,      -4.348385292,      -1.391979894
          0,           0,         207,      -5.526227829,      -3.328528553,       -4.35677327,      -1.399059896
          0,           0,         208,      -5.532209486,       -3.33543322,       -4.36604051,      -1.408686716
          0,           0,         209,      -5.537033468,      -3.341302518,      -4.374860574,      -1.417026952
          0,           0,         210,      -5.541435161,      -3.346809725,      -4.383277694,      -1.424465617
          0,           0,         211,      -5.547338496,      -3.353639597,      -4.392693879,      -1.434551678
          0,           0,         212,      -5.552090716,      -3.359474911,      -4.401641569,      -1.442802215
          0,           0,         213,      -5.556420189,      -3.364949664,      -4.410106657,      -1.450072379
          0,           0,         214,      -5.562261128,      -3.371759249,      -4.419569096,        -1.4600657
          0,           0,         215,      -5.566095392,      -3.376512253,      -4.428266452,      -1.473712809
          0,           0,         216,      -5.570426132,      -3.382106074,      -4.436661888,      -1.479665512
          0,           0,         217,      -5.575393802,      -3.387933179,      -4.445682132,      -1.494015702
          0,           0,         218,      -5.580137596,       -3.39392447,      -4.454590616,      -1.499485597
          0,           0,         219,      -5.583580718,      -3.398463386,      -4.462614148,      -1.509001696
          0,           0,         220,      -5.589413258,      -3.405474652,      -4.472111719,      -1.515445691
          0,           0,         221,      -5.593226566,      -3.410375949,      -4.480371364,      -1.525263573
          0,           0,         222,       -5.59797498,      -3.416453162,      -4.488966773,      -1.528574712
          0,           0,         223,      -5.601394844,      -3.421073973,      -4.496390152,      -1.537046439
          0,           0,         224,      -5.607184777,       -3.42811601,      -4.505347718,      -1.542451042
          0,           0,         225,      -5.610970371,      -3.433084666,      -4.512926934,      -1.552070751
          0,           0,         226,      -5.615152605,      -3.438774768,      -4.520491717,      -1.553469961
          0,           0,         227,      -5.620009902,      -3.444751356,      -4.528350079,      -1.565469942
          0,           0,         228,      -5.624552522,      -3.450782652,      -4.535884828,      -1.567632639
          0,           0,         229,      -5.628317514,        -3.4558428,      -4.542798586,      -1.577446692
          0,           0,         230,      -5.632420916,      -3.461560848,       -4.54963577,      -1.578411241
          0,           0,         231,      -5.637220385,      -3.467610321,       -4.55699012,      -1.591212567
          0,           0,         232,      -5.641664855,       -3.47365636,      -4.563961857,      -1.593085506
          0,           0,         233,      -5.645360013,      -3.478773416,      -4.570469732,      -1.603812328
          0,           0,         234,      -5.649352792,      -3.484490592,      -4.576847811,      -1.604503641
          0,           0,         235,      -5.654074888,      -3.490596822,      -4.583883598,      -1.618096372
          0,           0,         236,      -5.658404939,       -3.49663367,      -4.590464545,      -1.619685321
          0,           0,         237,      -5.662018835,      -3.501790552,      -4.596773686,      -1.631359167
          0,           0,         238,      -5.665892189,      -3.507484396,      -4.602886495,       -1.63188308
          0,           0,         239,      -5.670531006,      -3.513633843,      -4.609787588,      -1.646252362
          0,           0,         240,      -5.674741503,      -3.519641717,      -4.616158857,      -1.647669774
          0,           0,         241,       -5.67779964,      -3.524393608,      -4.622108893,      -1.659356281
          0,           0,         242,      -5.683043187,      -3.531414203,      -4.629094723,      -1.662500971
          0,           0,         243,      -5.687096923,      -3.537314482,      -4.635354446,      -1.665561291
          0,           0,         244,      -5.690702262,      -3.542804556,      -4.641393172,      -1.668569458
          0,           0,         245,      -5.695791056,      -3.549682419,      -4.648277122,      -1.675060668
          0,           0,         246,      -5.699696328,       -3.55551091,       -4.65446935,      -1.680837147
          0,           0,         247,      -5.703173318,      -3.560938891,      -4.660249956,      -1.686440478
          0,           0,         248,      -5.708155951,      -3.567790139,       -4.66695177,      -1.694739869
          0,           0,         249,      -5.711982665,      -3.573583447,      -4.673081175,      -1.701936231
          0,           0,         250,      -5.715379178,       -3.57899156,      -4.678999815,      -1.708546955
          0,           0,         251,      -5.720256909,      -3.585861142,      -4.685903458,      -1.717342976
          0,           0,         252,      -5.723987909,      -3.591639043,       -4.69221535,      -1.724971931
          0,           0,         253,      -5.727297515,      -3.597028265,      -4.698394551,       -1.73198944
          0,           0,         254,      -5.732094973,      -3.603897026,      -4.705554115,      -1.740903616
          0,           0,         255,      -5.735753575,      -3.609665633,      -4.712146212,      -1.748711515
          0,           0,         256,      -5.738988578,      -3.615042885,      -4.718577121,      -1.755897526
          0,           0,         257,      -5.743712822,      -3.621917243,      -4.725908353,      -1.764809095
          0,           0,         258,      -5.747297539,      -3.627681623,       -4.73265016,      -1.772727572
          0,           0,         259,      -5.750462093,      -3.633052393,       -4.73926845,      -1.780022012
          0,           0,         260,      -5.755118866,      -3.639936707,      -4.746754622,      -1.788944656
          0,           0,         261,      -5.758635612,      -3.645702903,      -4.753614079,       -1.79693236
          0,           0,         262,      -5.761732956,      -3.651075558,       -4.76029158,      -1.804284849
          0,           0,         263,      -5.766320301,      -3.657971225,      -4.767856382,      -1.813183842
          0,           0,         264,      -5.769776015,      -3.663746027,      -4.774885716,      -1.821211064
          0,           0,         265,      -5.772811608,      -3.669127869,       -4.78165462,      -1.828545246
          0,           0,         266,       -5.77688131,      -3.675505486,      -4.789943607,      -1.848933431
          0,           0,         267,      -5.780297495,      -3.681311104,      -4.796591675,      -1.853639815
          0,           0,         268,      -5.782835531,      -3.686168896,      -4.803833112,      -1.870148591
          0,           0,         269,      -5.787327328,      -3.693095635,      -4.811161302,        -1.8737456
          0,           0,         270,      -5.790237868,      -3.698344236,      -4.818788071,      -1.889248269
          0,           0,         271,      -5.793180318,      -3.703720328,      -4.825268473,      -1.889990889
          0,           0,         272,      -5.797171033,      -3.710088448,      -4.833359067,      -1.905436724
          0,           0,         273,      -5.800475911,      -3.715844266,      -4.840013073,      -1.906467422
          0,           0,         274,      -5.802932085,      -3.720672869,      -4.847148791,      -1.919793813
          0,           0,         275,      -5.807309869,      -3.727545019,      -4.854168472,      -1.921462661
          0,           0,         276,      -5.810144377,       -3.73276414,      -4.861495473,      -1.935414935
          0,           0,         277,      -5.812978227,      -3.738096721,      -4.867493294,      -1.935249566
          0,           0,         278,      -5.815545297,      -3.743098338,      -4.874406004,      -1.948299442
          0,           0,         279,      -5.818657387,      -3.748744302,      -4.880303274,      -1.948680792
          0,           0,         280,      -5.822799267,      -3.755294596,       -4.88797562,      -1.963788277
          0,           0,         281,      -5.826130118,      -3.761188087,      -4.894175351,      -1.964656654
          0,           0,         282,      -5.828627211,      -3.766127688,      -4.901138852,      -1.977816729
          0,           0,         283,      -5.832990174,      -3.773035645,      -4.907558061,      -1.979079527
          0,           0,         284,      -5.835817564,      -3.778318142,      -4.914662058,      -1.992868421
          0,           0,         285,      -5.838595241,      -3.783687415,      -4.920211201,      -1.992282887
          0,           0,         286,      -5.841177611,      -3.788726535,      -4.926869033,      -2.005332982
          0,           0,         287,      -5.843969221,       -3.79414875,      -4.932145238,      -2.005020109
          0,           0,         288,      -5.848155907,      -3.800751475,      -4.939826603,      -2.020216697
          0,           0,         289,      -5.851498098,      -3.806687468,      -4.945517015,      -2.020879571
          0,           0,         290,      -5.854001471,      -3.811665234,      -4.952530866,      -2.034330122
          0,           0,         291,       -5.85675116,      -3.817043831,        -4.9578136,       -2.03367831
          0,           0,         292,      -5.860909334,      -3.823578593,      -4.965483186,      -2.048752045
          0,           0,         293,       -5.86419657,      -3.829471972,      -4.971210884,      -2.049124662
          0,           0,         294,      -5.866705872,      -3.834411976,       -4.97826644,      -2.062614096
          0,           0,         295,      -5.869681703,      -3.839989952,      -4.983591781,      -2.062040461
          0,           0,         296,      -5.872173696,      -3.844912154,      -4.990542981,      -2.075533471
          0,           0,         297,      -5.876713418,      -3.851944679,       -4.99685598,      -2.076629411
          0,           0,         298,       -5.87974421,      -3.857316097,      -5.004274553,      -2.091154365
          0,           0,         299,      -5.882587768,      -3.862744328,      -5.009914034,      -2.090523061
          0,           0,         300,      -5.885032411,      -3.867546619,       -5.01705177,      -2.103765644
          0,           0,         301,      -5.889512873,      -3.874444377,      -5.023310317,      -2.104442519
          0,           0,         302,      -5.892501723,      -3.879710304,      -5.031002098,      -2.118784035
          0,           0,         303,      -5.895332996,      -3.885053419,      -5.036587105,      -2.117906364
          0,           0,         304,       -5.89778126,      -3.889777145,      -5.043771093,      -2.130993671
          0,           0,         305,      -5.902238358,      -3.896569869,      -5.050290205,      -2.131480529
          0,           0,         306,       -5.90524052,      -3.901740446,      -5.057984575,      -2.145648232
          0,           0,         307,      -5.908074092,      -3.907007235,      -5.063542279,      -2.144613044
          0,           0,         308,      -5.910512927,      -3.911640483,      -5.071033734,      -2.157571693
          0,           0,         309,      -5.914975452,      -3.918317296,      -5.077528624,      -2.157905745
          0,           0,         310,      -5.918000698,      -3.923400358,      -5.085230286,       -2.17181273
          0,           0,         311,      -5.920825873,      -3.928578884,       -5.09104101,      -2.170718043
          0,           0,         312,      -5.923303943,      -3.933132156,      -5.098531821,      -2.183445994
          0,           0,         313,      -5.926227986,      -3.938342073,       -5.10401752,      -2.182445334
          0,           0,         314,      -5.928993603,      -3.943105201,      -5.111734012,      -2.195617103
          0,           0,         315,      -5.932129306,      -3.948451769,      -5.117499873,      -2.195030568
          0,           0,         316,      -5.935078978,      -3.953310135,      -5.125248639,      -2.208241211
          0,           0,         317,      -5.938196243,      -3.958594314,      -5.131242754,      -2.207704379
          0,           0,         318,      -5.942172872,      -3.964277823,      -5.139753833,       -2.22161415
          0,           0,         319,      -5.945615386,      -3.969768797,      -5.145817809,         -2.221271
          0,           0,         320,      -5.948480915,      -3.974438698,      -5.153975181,      -2.233974804
          0,           0,         321,      -5.951537212,       -3.97953886,      -5.159942662,      -2.232917284
          0,           0,         322,      -5.956068245,       -3.98556073,      -5.168790103,      -2.246900479
          0,           0,         323,      -5.959606312,      -3.991009403,      -5.175157168,       -2.24665445
          0,           0,         324,      -5.962414768,      -3.995497261,       -5.18321105,      -2.258773415
          0,           0,         325,      -5.965338284,      -4.000354927,      -5.189087543,      -2.257428709
          0,           0,         326,      -5.968026083,      -4.004686807,       -5.19706182,      -2.269424128
          0,           0,         327,      -5.972126463,      -4.010480086,       -5.20360002,      -2.269656705
          0,           0,         328,      -5.975254088,      -4.015118507,       -5.21168165,      -2.282125796
          0,           0,         329,      -5.978332976,      -4.019988768,      -5.217991838,      -2.281261516
          0,           0,         330,      -5.981141769,      -4.024300975,      -5.226087176,      -2.293026821
          0,           0,         331,      -5.985907499,       -4.03053294,      -5.233089181,      -2.293897637
          0,           0,         332,      -5.989231081,      -4.035224347,      -5.241610641,      -2.306418105
          0,           0,         333,      -5.992309543,      -4.039961114,      -5.247829531,      -2.305040356
          0,           0,         334,      -5.995045466,      -4.044094016,      -5.255864212,      -2.316290785
